date,Draw,England,Ireland
2015-03-01 14:50:33.020,,,
2015-03-01 14:50:48.921,4.34993,43.0898,52.60582
2015-03-01 14:51:04.727,4.466794,43.08555,52.60096
2015-03-01 14:51:20.662,4.545455,43.01123,52.61352
2015-03-01 14:51:36.504,4.545455,43.10088,52.85025
2015-03-01 14:51:52.691,4.349893,42.83647,52.89254
2015-03-01 14:52:08.769,4.427319,42.73504,53.05034
2015-03-01 14:52:24.468,4.545455,42.72229,53.07968
2015-03-01 14:52:40.449,4.545455,42.6757,53.149
2015-03-01 14:52:56.316,4.545455,42.70503,53.18802
2015-03-01 14:53:12.124,4.392195,42.73504,52.99709
2015-03-01 14:53:29.448,4.545455,42.64145,53.18369
2015-03-01 14:53:45.349,4.545455,42.73504,53.1489
2015-03-01 14:54:01.279,4.361338,42.74526,53.19149
2015-03-01 14:54:17.183,4.347826,42.73918,53.19038
2015-03-01 14:54:32.913,4.328047,42.71236,53.18293
2015-03-01 14:54:49.085,4.195561,42.73504,53.1428
2015-03-01 14:55:04.955,4.223258,42.73504,53.24432
2015-03-01 14:55:20.712,4.180964,42.57397,53.46663
2015-03-01 14:55:40.416,4.228833,42.57558,53.20589
2015-03-01 14:55:56.275,4.297935,42.65203,53.43807
2015-03-01 14:56:12.285,4.168243,42.72906,53.31243
2015-03-01 14:56:28.185,4.166667,42.71308,53.33884
2015-03-01 14:56:43.928,4.131947,42.71809,53.39015
2015-03-01 14:56:59.736,4.033844,42.85197,53.32342
2015-03-01 14:57:15.646,4.037363,42.96623,53.33675
2015-03-01 14:57:31.544,4.06895,43.07443,53.24109
2015-03-01 14:57:47.385,4.115961,42.88445,53.19321
2015-03-01 14:58:03.501,4.166667,42.51208,53.36447
2015-03-01 14:58:19.340,4.039996,43.01565,53.42114
2015-03-01 14:58:35.244,4.166667,43.03126,53.41444
2015-03-01 14:58:51.660,4.101906,42.78113,53.45587
2015-03-01 14:59:07.559,4.166667,43.02258,53.38511
2015-03-01 14:59:23.453,4.033496,42.81761,53.43518
2015-03-01 14:59:39.371,4.077645,42.91585,53.25416
2015-03-01 14:59:55.175,4.088965,42.82603,53.38531
2015-03-01 15:00:10.955,4.151801,42.87609,53.21125
2015-03-01 15:00:26.913,4.052782,43.10345,53.19386
2015-03-01 15:00:46.379,4.119558,43.06746,53.14117
2015-03-01 15:01:02.297,4.169811,43.39146,53.07519
2015-03-01 15:01:18.117,4.143851,43.46296,52.92242
2015-03-01 15:01:34.019,4.012582,42.86999,52.7798
2015-03-01 15:01:50.936,4.121327,43.01012,53.42546
2015-03-01 15:02:07.355,4,41.25054,53.42546
2015-03-01 15:02:23.384,4.046625,40.49627,55.55556
2015-03-01 15:02:39.250,3.888516,40.32258,55.82506
2015-03-01 15:02:55.344,3.830842,40.20984,56.64943
2015-03-01 15:03:11.384,3.725999,37.60969,58.82011
2015-03-01 15:03:27.552,3.954904,38.14409,58.76874
2015-03-01 15:03:43.581,3.749987,38.10457,57.91321
2015-03-01 15:03:59.541,3.84663,37.02329,59.2251
2015-03-01 15:04:15.417,3.703704,37.10108,59.80753
2015-03-01 15:04:31.174,3.943898,36.15235,60.57932
2015-03-01 15:04:47.481,3.824138,36.38017,59.62539
2015-03-01 15:05:03.345,3.819245,36.35577,60.50854
2015-03-01 15:05:19.149,3.564615,36.09106,60.53606
2015-03-01 15:05:34.965,3.46211,36.09106,60.53606
2015-03-01 15:05:54.681,3.703517,32.27228,64.66023
2015-03-01 15:06:10.724,3.703704,31.99848,64.48917
2015-03-01 15:06:26.738,3.818428,32.41754,64.63634
2015-03-01 15:06:42.681,3.703704,30.76923,65.44256
2015-03-01 15:06:58.909,3.981183,30.76923,65.5708
2015-03-01 15:07:14.964,3.803764,31.3318,64.59626
2015-03-01 15:07:31.005,3.839054,30.55478,65.77245
2015-03-01 15:07:46.900,3.696168,29.93434,66.63995
2015-03-01 15:08:02.949,3.517439,29.12463,67.12974
2015-03-01 15:08:18.964,3.554143,28.21317,68.02721
2015-03-01 15:08:34.904,3.516983,28.25021,68.57234
2015-03-01 15:08:51.609,3.547767,28.79948,68.55762
2015-03-01 15:09:09.106,3.386649,30.56827,66.38244
2015-03-01 15:09:25.132,3.44476,31.17412,66.17533
2015-03-01 15:09:41.053,3.395713,31.04276,66.49665
2015-03-01 15:09:56.965,3.410608,31.71234,65.71497
2015-03-01 15:10:13.012,3.370533,31.37443,66.34458
2015-03-01 15:10:29.098,3.440432,32.73374,64.09112
2015-03-01 15:10:51.154,3.455525,32.91552,64.09006
2015-03-01 15:11:08.014,3.491504,34.21279,62.38448
2015-03-01 15:11:28.708,3.459296,35.73764,60.57467
2015-03-01 15:11:44.624,3.571429,36.5487,60.24096
2015-03-01 15:12:00.526,3.624399,37.03746,59.8552
2015-03-01 15:12:16.281,3.349782,36.92015,59.89066
2015-03-01 15:12:32.170,3.496466,37.58059,58.84369
2015-03-01 15:12:48.089,3.767996,37.30897,59.4601
2015-03-01 15:13:04.511,3.68947,37.57412,58.8268
2015-03-01 15:13:20.602,3.601359,37.91665,58.79752
2015-03-01 15:13:36.515,3.643711,38.89633,57.68145
2015-03-01 15:13:52.318,3.711495,38.95096,57.57449
2015-03-01 15:14:08.495,3.790113,38.72347,58.18779
2015-03-01 15:14:24.357,3.934816,38.36483,57.80784
2015-03-01 15:14:40.270,3.74839,38.00749,58.39609
2015-03-01 15:14:56.193,3.614916,37.75444,58.52631
2015-03-01 15:15:12.345,3.696251,37.17882,59.11079
2015-03-01 15:15:28.498,3.703704,37.55437,58.94214
2015-03-01 15:15:44.495,3.857967,37.25597,59.17432
2015-03-01 15:16:00.466,3.795003,38.41157,57.92666
2015-03-01 15:16:16.341,3.84757,38.79295,57.72177
2015-03-01 15:16:32.183,3.851332,39.05444,56.91968
2015-03-01 15:16:48.071,3.868262,39.66355,56.10275
2015-03-01 15:17:04.170,3.846351,40.63443,55.55994
2015-03-01 15:17:19.977,4.049383,41.52364,55.21191
2015-03-01 15:17:35.759,4.166667,43.05401,53.1627
2015-03-01 15:17:51.504,4.206112,42.81197,52.90765
2015-03-01 15:18:07.330,4.218173,42.647,52.9467
2015-03-01 15:18:23.098,4.537038,41.71601,53.6432
2015-03-01 15:18:39.041,4.2805,40.13383,55.54833
2015-03-01 15:18:54.959,4.390905,39.65572,55.95841
2015-03-01 15:19:10.942,4.150554,41.81726,54.50145
2015-03-01 15:19:26.746,4.235577,41.31696,54.58705
2015-03-01 15:19:42.587,4.142241,39.87344,56.59042
2015-03-01 15:19:58.793,4.142241,39.45201,56.59042
2015-03-01 15:20:15.011,4.216366,38.51056,57.07702
2015-03-01 15:20:30.855,4.217457,38.44822,57.79131
2015-03-01 15:20:46.847,4.201942,38.23146,57.83717
2015-03-01 15:21:02.728,4.228993,38.37484,56.89849
2015-03-01 15:21:18.542,4.235446,39.66235,56.81064
2015-03-01 15:21:34.637,4.563469,41.33536,53.88437
2015-03-01 15:21:51.383,4.747701,42.57032,53.22352
2015-03-01 15:22:07.126,4.749484,41.66436,53.76465
2015-03-01 15:22:22.918,4.638504,41.67229,53.6722
2015-03-01 15:22:38.717,4.667649,42.35151,53.16827
2015-03-01 15:22:54.995,4.477208,43.01879,52.46216
2015-03-01 15:23:10.847,4.545455,43.83798,51.66073
2015-03-01 15:23:26.741,4.698472,44.20818,51.50445
2015-03-01 15:23:42.476,3.994899,43.54111,52.57425
2015-03-01 15:23:58.361,4.44562,41.56317,54.01752
2015-03-01 15:24:14.090,4.147076,42.96054,53.11076
2015-03-01 15:24:29.920,4.150427,40.78851,54.65038
2015-03-01 15:24:46.067,4.006043,41.46891,54.81838
2015-03-01 15:25:01.907,4.073079,41.48532,54.11211
2015-03-01 15:25:17.855,4.135471,41.85488,54.05752
2015-03-01 15:25:33.670,4,42.17018,52.85865
2015-03-01 15:25:49.725,4.041703,41.6039,54.99324
2015-03-01 15:26:05.561,4.116448,40.07675,55.76149
2015-03-01 15:26:21.718,4.239991,39.59757,55.94678
2015-03-01 15:26:37.962,4.234843,39.01008,56.40882
2015-03-01 15:26:53.999,4.22812,38.84888,56.63068
2015-03-01 15:27:10.282,4.347826,38.61088,57.1324
2015-03-01 15:27:26.398,4.347826,38.61586,57.1198
2015-03-01 15:27:42.627,4.287351,38.11361,58.68823
2015-03-01 15:27:58.401,4.22921,37.18992,58.66866
2015-03-01 15:28:14.488,4.043944,36.23233,57.64149
2015-03-01 15:28:30.825,4.199176,38.58202,58.40337
2015-03-01 15:28:48.299,4.576264,40.01514,55.55168
2015-03-01 15:29:04.609,4.683087,39.6991,55.54191
2015-03-01 15:29:21.538,4.825469,39.93588,55.26393
2015-03-01 15:29:37.798,4.530053,39.58303,55.85504
2015-03-01 15:29:54.261,4.1406,34.94177,60.64608
2015-03-01 15:30:10.607,4,33.95749,62.18633
2015-03-01 15:30:26.834,4.182572,33.3052,62.77106
2015-03-01 15:30:43.137,3.934343,32.95438,63.12929
2015-03-01 15:30:59.205,4.025316,32.69037,63.31211
2015-03-01 15:31:22.247,4.111965,33.81476,62.52926
2015-03-01 15:31:38.154,4.166667,34.46435,60.86554
2015-03-01 15:31:54.486,4.142796,35.52613,60.55281
2015-03-01 15:32:10.990,4.075838,34.34017,60.59553
2015-03-01 15:32:26.953,4.374124,32.06708,63.27702
2015-03-01 15:32:42.768,4.028172,31.74874,64.00682
2015-03-01 15:32:58.629,4.116048,31.39268,64.55284
2015-03-01 15:33:14.315,3.955197,29.14906,66.05146
2015-03-01 15:33:30.338,3.984943,28.33392,68.49698
2015-03-01 15:33:46.605,4.115491,27.28672,68.33399
2015-03-01 15:34:02.517,4.090247,27.45928,67.66329
2015-03-01 15:34:18.397,4.244639,31.39292,65.86945
2015-03-01 15:34:34.391,3.928941,27.41698,67.52664
2015-03-01 15:34:50.446,3.763072,26.27738,71.69459
2015-03-01 15:35:06.929,3.963611,25.11883,70.47981
2015-03-01 15:35:22.897,3.659372,26.30221,70.59285
2015-03-01 15:35:38.790,3.742973,25.62319,70.83465
2015-03-01 15:35:54.658,3.614907,27.53246,69.92629
2015-03-01 15:36:10.969,3.767133,29.57323,66.29293
2015-03-01 15:36:27.325,3.849699,29.04961,67.04651
2015-03-01 15:36:43.354,3.821992,27.059,69.38499
2015-03-01 15:36:59.310,3.586159,27.89712,68.64428
2015-03-01 15:37:15.358,3.857545,27.07661,68.80752
2015-03-01 15:37:31.366,3.571429,26.07214,70.3497
2015-03-01 15:37:47.946,3.69637,27.52506,70.30948
2015-03-01 15:38:03.930,3.805994,28.03994,70.26534
2015-03-01 15:38:20.400,3.743127,27.12535,69.35967
2015-03-01 15:38:36.446,3.925679,27.77682,68.54401
2015-03-01 15:38:53.161,4,27.8871,68.49317
2015-03-01 15:39:09.129,4,27.72894,67.90784
2015-03-01 15:39:27.096,3.912594,28.14389,68.11011
2015-03-01 15:39:43.943,3.935738,32.15988,64.94559
2015-03-01 15:40:00.012,3.874749,28.94687,66.72574
2015-03-01 15:40:15.871,3.852723,29.85075,66.6666
2015-03-01 15:40:41.987,3.895495,30.25517,66.36158
2015-03-01 15:40:58.300,3.374036,32.06955,65.59623
2015-03-01 15:41:14.216,3.458621,31.16563,65.35948
2015-03-01 15:41:30.138,3.447365,30.19999,66.46973
2015-03-01 15:41:46.826,3.448276,30.13112,66.70216
2015-03-01 15:42:02.797,3.433635,29.87376,66.84526
2015-03-01 15:42:19.095,3.447878,30.63735,65.4667
2015-03-01 15:42:34.895,3.57092,29.57978,67.32534
2015-03-01 15:42:51.347,3.690938,28.55155,67.72978
2015-03-01 15:43:07.112,3.706068,28.60183,67.54171
2015-03-01 15:43:23.400,3.846154,28.80413,66.94758
2015-03-01 15:43:39.166,3.851036,28.75431,67.27787
2015-03-01 15:43:54.931,3.846154,29.21659,67.14822
2015-03-01 15:44:10.818,3.846154,29.30013,67.24235
2015-03-01 15:44:26.881,3.743647,29.12298,67.09804
2015-03-01 15:44:42.797,3.846154,29.15823,66.73402
2015-03-01 15:44:58.570,3.846154,29.37605,67.09604
2015-03-01 15:45:14.359,3.846154,29.03389,67.20948
2015-03-01 15:45:30.215,3.846154,28.98551,67.11409
2015-03-01 15:45:45.972,3.846154,29.01303,67.11409
2015-03-01 15:46:01.690,3.802261,29.07365,67.48604
2015-03-01 15:46:17.494,3.846154,29.02882,67.11409
2015-03-01 15:46:33.674,3.846154,29.1138,67.11409
2015-03-01 15:46:52.607,3.846154,29.05806,67.22863
2015-03-01 15:47:08.338,3.846154,29.17326,67.01055
2015-03-01 15:47:24.683,3.846154,29.21957,67.10834
2015-03-01 15:47:40.702,3.804223,29.22747,67.02295
2015-03-01 15:47:56.554,3.729449,28.98551,67.02295
2015-03-01 15:48:12.482,3.846154,28.92846,67.32927
2015-03-01 15:48:28.414,3.846154,28.75723,67.13389
2015-03-01 15:48:49.174,3.846154,28.75427,67.1766
2015-03-01 15:49:05.460,3.846154,28.84427,67.21326
2015-03-01 15:49:21.371,3.846154,28.61771,67.2043
2015-03-01 15:49:37.358,3.747312,28.88228,67.11975
2015-03-01 15:49:53.511,3.779063,29.00087,67.11409
2015-03-01 15:50:09.371,3.846154,29.14238,66.66667
2015-03-01 15:50:25.711,3.840343,29.13153,66.66667
2015-03-01 15:50:41.618,3.846154,29.03365,66.6746
2015-03-01 15:50:57.487,3.846154,29.38789,66.67502
2015-03-01 15:51:13.663,3.756096,29.22717,67.25017
2015-03-01 15:51:29.659,3.846154,29.25795,66.94056
2015-03-01 15:51:48.607,3.846154,29.20668,66.94714
2015-03-01 15:52:04.878,3.846154,29.21437,66.74175
2015-03-01 15:52:20.683,3.886766,29.05746,67.09887
2015-03-01 15:52:36.897,3.8636,29.30932,66.91187
2015-03-01 15:52:53.227,4.166667,29.39257,66.66667
2015-03-01 15:53:08.927,4,29.56527,66.80227
2015-03-01 15:53:24.693,4,29.69892,66.66667
2015-03-01 15:53:40.488,4.081674,29.81886,66.22517
2015-03-01 15:53:56.363,4.081875,29.6893,66.2998
2015-03-01 15:54:12.215,4.02695,29.48879,66.22517
2015-03-01 15:54:27.934,4,29.83099,66.227
2015-03-01 15:54:43.718,3.98057,29.70868,66.23213
2015-03-01 15:54:59.515,4.067293,30.00382,66.48722
2015-03-01 15:55:15.403,3.846154,29.85075,66.44518
2015-03-01 15:55:31.306,3.999003,29.8707,66.58123
2015-03-01 15:55:47.461,4.436985,30.23656,65.5303
2015-03-01 15:56:03.356,4.455446,30.40981,64.93506
2015-03-01 15:56:19.096,4.541242,31.17128,64.27845
2015-03-01 15:56:34.931,4.521046,31.68592,63.9651
2015-03-01 15:56:50.774,4.166667,31.33197,64.53787
2015-03-01 15:57:09.695,4.490575,31.61587,63.39513
2015-03-01 15:57:25.622,4.435646,30.99156,65.10395
2015-03-01 15:57:41.623,4.166667,31.38075,64.90963
2015-03-01 15:57:57.819,4.462688,31.22867,64.83811
2015-03-01 15:58:13.673,4.02278,29.71832,66.55408
2015-03-01 15:58:29.681,4.02278,28.16901,66.22517
2015-03-01 15:58:45.755,4.347826,29.96722,66.13744
2015-03-01 15:59:01.871,4.792338,30.11413,65.04425
2015-03-01 15:59:18.323,4.761905,30.34733,64.67575
2015-03-01 15:59:34.451,4.761905,30.40849,64.88693
2015-03-01 15:59:50.618,4.792682,30.54817,64.9037
2015-03-01 16:00:06.576,4.883197,31.58189,64.50235
2015-03-01 16:00:23.043,4.747804,30.83189,65.24463
2015-03-01 16:00:39.151,4.827531,30.93047,64.73335
2015-03-01 16:00:55.188,4.761905,29.35825,65.41962
2015-03-01 16:01:11.147,4.856773,28.97796,65.85436
2015-03-01 16:01:27.199,4.952964,29.3669,65.63029
2015-03-01 16:01:44.147,4.689126,28.16458,67.09847
2015-03-01 16:02:00.192,3.980649,24.99096,70.74253
2015-03-01 16:02:16.138,3.937343,24.13712,72.22091
2015-03-01 16:02:32.135,3.927659,24.39396,71.84348
2015-03-01 16:02:48.406,3.953421,23.25581,72.5462
2015-03-01 16:03:04.847,3.571429,23.25581,74.69006
2015-03-01 16:03:20.832,3.554705,20.14289,75.95654
2015-03-01 16:03:36.848,3.5851,21.19919,74.71008
2015-03-01 16:03:52.906,3.947909,22.64271,74.017
2015-03-01 16:04:10.341,3.622267,22.02027,74.99021
2015-03-01 16:04:31.286,3.833462,20.55719,75.71372
2015-03-01 16:04:47.676,3.732665,19.99274,76.4954
2015-03-01 16:05:03.791,3.692089,20.47271,76.08334
2015-03-01 16:05:20.039,3.591402,19.07206,77.79633
2015-03-01 16:05:36.031,3.555018,16.31642,80.38516
2015-03-01 16:05:52.020,3.531163,16.42602,81.32158
2015-03-01 16:06:07.924,3.288745,15.09545,81.90496
2015-03-01 16:06:23.937,3.440371,15.74967,81.26236
2015-03-01 16:06:39.886,3.077683,15.06639,81.73902
2015-03-01 16:06:55.907,2.941176,13.88889,82.80996
2015-03-01 16:07:11.983,2.954735,13.8554,84.70681
2015-03-01 16:07:27.987,2.639525,13.51351,84.77889
2015-03-01 16:07:43.991,2.605384,10.83093,85.2219
2015-03-01 16:08:00.205,2.5,10.6383,87.15761
2015-03-01 16:08:16.093,2.173913,7.142857,90.80038
2015-03-01 16:08:32.077,2.100818,7.324874,89.67667
2015-03-01 16:08:47.955,2.083333,7.142857,92.15154
2015-03-01 16:09:03.913,2,4.545455,93.63737
2015-03-01 16:09:20.437,1.674382,3.927705,94.69214
2015-03-01 16:09:36.289,1.647683,4.135255,94.8798
2015-03-01 16:09:52.545,1.31912,5.005628,93.61558
2015-03-01 16:10:08.557,1.320578,5.160619,94.90423
2015-03-01 16:10:29.647,1.100978,5.122591,94.17707
2015-03-01 16:10:45.934,0.9663459,5.041522,94.1709
2015-03-01 16:11:01.977,1.114493,5.077097,94.51326
2015-03-01 16:11:18.002,0.8735138,5.189682,94.3156
2015-03-01 16:11:33.994,0.8687984,5.487188,93.61322
2015-03-01 16:11:49.967,0.7111522,4.745443,94.37087
2015-03-01 16:12:10.404,0.7742028,4.668738,94.92999
2015-03-01 16:12:27.136,0.8077235,4.020588,95.38635
2015-03-01 16:12:42.868,0.8343806,4.207346,94.41659
2015-03-01 16:12:58.678,0.903858,5.342608,93.56247
2015-03-01 16:13:14.569,0.9276989,5.586537,94.14757
2015-03-01 16:13:30.256,1.020513,4.426176,94.85233
2015-03-01 16:13:46.187,0.7401375,3.927594,95.2385
2015-03-01 16:14:01.908,1.045659,4.165477,94.97593
2015-03-01 16:14:17.698,1.038612,4.026614,95.17254
2015-03-01 16:14:33.519,0.8725712,3.992417,95.25053
2015-03-01 16:14:50.246,0.8333333,3.813615,95.30397
2015-03-01 16:15:06.109,0.8504278,3.585863,95.27902
2015-03-01 16:15:21.914,0.8159004,4.797722,94.47837
2015-03-01 16:15:37.704,0.8222938,5.438274,93.78393
2015-03-01 16:15:54.041,0.9983204,5.475376,93.26763
2015-03-01 16:16:10.253,0.9090909,5.608071,93.50574
2015-03-01 16:16:26.098,1.141432,6.053618,93.18146
2015-03-01 16:16:41.892,1.003344,6.408629,92.70749
2015-03-01 16:16:57.745,0.752394,6.666802,92.59554
2015-03-01 16:17:13.642,1.022998,6.281846,92.83281
2015-03-01 16:17:30.802,1.038768,6.165794,93.08977
2015-03-01 16:17:46.525,1.032013,5.859332,92.85443
2015-03-01 16:18:02.422,1.061911,5.628396,93.40656
2015-03-01 16:18:18.302,1.080652,7.240182,92.36604
2015-03-01 16:18:34.084,0.887783,6.794853,92.21571
2015-03-01 16:18:49.898,0.9775697,5.640119,94.04232
2015-03-01 16:19:05.846,0.781754,4.501908,95.06508
2015-03-01 16:19:21.720,0.7574955,3.684026,95.822
2015-03-01 16:19:37.536,0.7702473,4.525638,95.25213
2015-03-01 16:19:53.832,0.625,4.643963,95.18645
2015-03-01 16:20:09.490,0.9090909,5.000113,94.18584
2015-03-01 16:20:25.276,0.6685861,5.020021,93.97671
2015-03-01 16:20:41.102,0.7619048,4.720068,95.06881
2015-03-01 16:20:57.025,0.6701972,3.916838,96.06304
2015-03-01 16:21:12.708,0.625,3.333333,95.94987
2015-03-01 16:21:28.593,0.625,4.166667,95.89692
2015-03-01 16:21:44.272,0.5651254,3.919757,95.9492
2015-03-01 16:22:00.108,0.4347826,3.899446,96.12642
2015-03-01 16:22:16.042,0.5866823,3.329257,96.15385
2015-03-01 16:22:33.049,0.4347826,3.433001,96.40811
2015-03-01 16:22:48.902,0.4,3.381921,96.15689
2015-03-01 16:23:04.688,0.5661446,3.381921,96.15385
2015-03-01 16:23:20.504,0.4333444,4.475226,95.81007
2015-03-01 16:23:36.429,0.5,4.106525,95.8358
2015-03-01 16:23:52.069,0.4781548,4.508724,95.3017
2015-03-01 16:24:07.968,0.4386916,4.346097,95.19393
2015-03-01 16:24:23.701,0.5,4.286832,96.02072
2015-03-01 16:24:39.493,0.5306622,4.719229,95.07921
2015-03-01 16:24:55.306,0.5289241,3.612866,96.71088
2015-03-01 16:25:11.402,0.5459057,3.876752,95.8721
2015-03-01 16:25:27.084,0.5760076,5.221518,94.33744
2015-03-01 16:25:43.069,0.7045652,5.068531,93.67929
2015-03-01 16:25:58.921,0.7321309,5.311598,93.45794
2015-03-01 16:26:14.672,1.25,5.316237,93.45794
2015-03-01 16:26:30.540,1.481971,5.127417,93.45971
2015-03-01 16:26:46.429,1.818182,4.76735,93.45794
2015-03-01 16:27:02.078,2.267066,4.475652,93.4819
2015-03-01 16:27:17.881,2.48609,4.623106,93.3802
2015-03-01 16:27:35.409,2.797779,4.904981,92.17983
2015-03-01 16:27:51.444,2.769469,5.199695,92.59259
2015-03-01 16:28:07.298,2.763496,4.998578,92.7323
2015-03-01 16:28:23.104,3.008443,5.226996,92.48511
2015-03-01 16:28:38.876,2.821206,6.253096,92.19039
2015-03-01 16:28:55.178,2.397541,4.724129,93.24993
2015-03-01 16:29:11.189,2.631579,4.768886,93.7418
2015-03-01 16:29:27.123,2.632505,6.189217,91.60312
2015-03-01 16:29:43.231,2.447638,5.724191,91.85693
2015-03-01 16:29:58.896,2.594402,5,91.17528
2015-03-01 16:30:14.725,2.634221,5.542299,90.69304
2015-03-01 16:30:30.481,2.813186,6.546557,90.74271
2015-03-01 16:30:46.296,2.901833,6.379517,91.28921
2015-03-01 16:31:02.410,2.783247,6.196897,90.80552
2015-03-01 16:31:18.249,3.274694,6.196897,87.78706
2015-03-01 16:31:34.082,3.36571,5.274784,92.3023
2015-03-01 16:31:49.886,2.341901,4.827917,93.57487
2015-03-01 16:32:05.725,2.515579,5.787749,93.10675
2015-03-01 16:32:27.902,2.4653,6.329576,91.52395
2015-03-01 16:32:56.929,2.6257,6.054453,91.46144
2015-03-01 16:33:12.708,2.342696,4.815039,93.68499
2015-03-01 16:33:28.511,2.407315,4.545455,94.08913
2015-03-01 16:33:44.292,2.453988,3.175024,94.06517
2015-03-01 16:34:00.372,2.144783,4.43196,94.023
2015-03-01 16:34:16.298,2.485855,4.563543,93.73361
2015-03-01 16:34:32.149,2.39149,4.00553,93.94406
2015-03-01 16:34:53.125,1.724496,4.882753,95.85114
2015-03-01 16:35:09.112,2.798407,3.59668,96.47624
2015-03-01 16:35:24.889,1.660978,2.777778,96.47616
2015-03-01 16:35:41.051,1.408629,2.777778,96.75738
2015-03-01 16:35:57.390,1.647303,2.296774,97.08736
2015-03-01 16:36:13.075,1.647303,2.296774,97.08738
2015-03-01 16:36:28.909,1.052632,2.296774,97.08738
2015-03-01 16:36:44.797,1.507179,2.296774,97.71753
2015-03-01 16:37:01.137,0.7117984,2.296774,97.71753
2015-03-01 16:37:17.041,0.2539208,0.7692308,99.0099
2015-03-01 16:37:32.714,0.4545455,0.7692308,99.0099
2015-03-01 16:37:50.253,0.4545455,0.7692308,99.0099
2015-03-01 16:38:06.214,0.4545455,0.7692308,99.0099
2015-03-01 16:38:22.536,0.4545455,0.7692308,99.0099
2015-03-01 16:38:38.353,0.3703704,0.1,99.0099
2015-03-01 16:38:54.120,0.25,0.1,99.0099
2015-03-01 16:39:10.008,0.1149425,0.1,99.0099
2015-03-01 16:39:25.741,0.1,0.1,99.0099
2015-03-01 16:39:41.807,0.1,0.1333333,99.0099
2015-03-01 16:39:58.125,0.1,0.1,99.0099
2015-03-01 16:40:14.090,0.1,0.1,99.0099
2015-03-01 16:40:30.145,0.1,0.1,99.0099
2015-03-01 16:40:46.113,0.1,0.1,99.0099
2015-03-01 16:41:02.451,0.1,0.1,99.0099
2015-03-01 16:41:18.398,0.1,0.1,99.0099
2015-03-01 16:41:34.281,0.1,0.1,99.0099
2015-03-01 16:41:50.400,0.1,0.1,99.0099
2015-03-01 16:42:06.599,0.1,0.1,99.0099
