date,Draw,Italy,Wales
2015-03-21 12:20:16.416,,,
2015-03-21 12:20:32.062,,,96.15385
2015-03-21 12:20:47.725,0.7142857,3.525541,96.15385
2015-03-21 12:21:03.899,0.7142857,3.448276,96.15385
2015-03-21 12:21:26.458,0.7142857,3.507014,96.15385
2015-03-21 12:21:42.101,0.7142857,3.507014,95.2381
2015-03-21 12:21:57.693,0.7142857,3.571429,95.2381
2015-03-21 12:22:13.291,0.7189589,3.571429,95.2381
2015-03-21 12:22:28.948,0.7189589,3.571429,95.2381
2015-03-21 12:22:44.695,0.7189589,3.571429,95.2381
2015-03-21 12:23:00.735,0.7189589,3.450891,96.15385
2015-03-21 12:23:16.288,0.7142857,3.450891,96.15385
2015-03-21 12:23:32.136,0.7142857,3.571429,96.15385
2015-03-21 12:23:47.738,0.7142857,3.571429,96.15385
2015-03-21 12:24:03.285,0.7142857,3.571429,95.2381
2015-03-21 12:24:18.901,0.6666667,3.544809,95.2381
2015-03-21 12:24:34.544,0.7142857,3.571429,96.15385
2015-03-21 12:24:51.118,0.7142857,3.562274,95.29912
2015-03-21 12:25:06.996,0.7181572,3.456357,95.62664
2015-03-21 12:25:22.685,0.7197662,3.364152,96.15385
2015-03-21 12:25:38.369,0.75,3.448276,96.15385
2015-03-21 12:25:54.181,0.7142857,3.448276,96.11358
2015-03-21 12:26:10.264,0.7142857,3.416425,96.15385
2015-03-21 12:26:26.206,0.7142857,3.404151,96.15385
2015-03-21 12:26:41.937,0.7142857,3.333333,96.15385
2015-03-21 12:26:57.548,0.7142857,3.333333,96.12353
2015-03-21 12:27:13.350,0.7142857,3.455578,95.24283
2015-03-21 12:27:29.276,0.7142857,3.633422,96.15385
2015-03-21 12:27:45.052,0.7142857,3.703704,95.2381
2015-03-21 12:28:00.837,0.7692308,3.703704,95.2381
2015-03-21 12:28:16.828,0.7692308,3.665216,95.2381
2015-03-21 12:28:32.593,0.7168475,3.630519,95.2381
2015-03-21 12:28:48.429,0.7692308,4.067797,95.2381
2015-03-21 12:29:04.257,0.7692308,3.977273,96.06808
2015-03-21 12:29:20.175,0.7692308,3.75,95.9453
2015-03-21 12:29:36.062,0.6666667,3.75,95.2381
2015-03-21 12:29:52.964,0.7995736,3.75,94.33962
2015-03-21 12:30:08.767,0.7142857,5,95.12319
2015-03-21 12:30:24.624,0.8333333,4.761905,94.33962
2015-03-21 12:30:40.394,0.8333333,4.761905,94.38747
2015-03-21 12:30:56.108,0.8769849,4.545455,94.62057
2015-03-21 12:31:11.760,0.9090909,4.18251,95.2381
2015-03-21 12:31:27.541,0.9494599,3.992311,95.43294
2015-03-21 12:31:50.421,0.9111753,3.747528,95.82321
2015-03-21 12:32:06.141,0.7692308,3.950428,96.13358
2015-03-21 12:32:21.663,0.7569721,4,95.49905
2015-03-21 12:32:37.279,0.7692308,4,95.2381
2015-03-21 12:32:53.300,1.469701,3.846154,96.15385
2015-03-21 12:33:08.867,0.9090909,3.846154,96.15385
2015-03-21 12:33:24.499,2.078752,4.080868,95.24362
2015-03-21 12:33:40.325,0.9090909,4.166667,95.24362
2015-03-21 12:33:55.914,0.7142857,4.166667,95.2381
2015-03-21 12:34:11.531,0.7692308,3.849765,95.2381
2015-03-21 12:34:27.099,0.9,3.8616,95.2869
2015-03-21 12:34:43.052,0.9090909,3.8616,95.2381
2015-03-21 12:34:59.430,0.9090909,4.545455,95.2381
2015-03-21 12:35:15.236,0.9090909,4.356846,95.23496
2015-03-21 12:35:31.118,0.9090909,4.347826,95.2381
2015-03-21 12:35:46.766,0.9090909,4.545455,95.17637
2015-03-21 12:36:02.649,0.8333333,4.463225,95.2212
2015-03-21 12:36:19.136,0.8333333,4.463225,95.2381
2015-03-21 12:36:34.673,0.8857772,4,95.38672
2015-03-21 12:36:56.070,0.7750699,3.533547,96.11688
2015-03-21 12:37:11.889,0.7750699,3.533547,96.11688
2015-03-21 12:37:27.475,0.7692308,3.125,96.15385
2015-03-21 12:37:43.108,0.9090909,3.125,95.27299
2015-03-21 12:37:58.671,0.7692308,3.125,96.15385
2015-03-21 12:38:14.293,0.7692308,3.125,96.15385
2015-03-21 12:38:29.864,0.7692308,2.777778,96.33911
2015-03-21 12:38:45.487,0.7692308,2.777778,97.08738
2015-03-21 12:39:01.265,0.9090909,2.777778,97.08738
2015-03-21 12:39:17.319,0.9090909,2.777778,96.87098
2015-03-21 12:39:32.910,0.7692308,3.125,96.15385
2015-03-21 12:39:48.481,0.7692308,3.125,97.08738
2015-03-21 12:40:04.329,0.7692308,3.125,96.60742
2015-03-21 12:40:19.901,0.7692308,3.125,96.8115
2015-03-21 12:40:35.623,0.7692308,3.125,96.8115
2015-03-21 12:40:51.345,0.7692308,3.125,96.15385
2015-03-21 12:41:07.086,0.7692308,3.125,95.2381
2015-03-21 12:41:23.563,0.9,3.573454,95.77073
2015-03-21 12:41:39.324,0.9090909,3.846154,95.77073
2015-03-21 12:41:59.281,0.9004785,3.325671,96.11423
2015-03-21 12:42:14.889,0.8685545,3.125,96.15385
2015-03-21 12:42:30.543,0.8333333,3.125,96.15679
2015-03-21 12:42:46.120,0.8333333,3.092061,97.02518
2015-03-21 12:43:01.659,0.8333333,2.941176,96.41396
2015-03-21 12:43:17.499,0.8333333,2.777778,96.15385
2015-03-21 12:43:33.140,0.8333333,2.777778,96.15385
2015-03-21 12:43:49.242,0.8333333,2.5,96.1742
2015-03-21 12:44:04.951,0.8333333,2.5,96.15385
2015-03-21 12:44:20.738,0.8333333,2.5,96.15385
2015-03-21 12:44:36.319,0.8333333,2.57732,97.08662
2015-03-21 12:44:51.927,0.8333333,2.631579,96.15385
2015-03-21 12:45:07.517,0.8333333,2.656414,96.15385
2015-03-21 12:45:23.094,0.8333333,2.78778,96.15385
2015-03-21 12:45:38.673,0.8978328,2.969998,96.15385
2015-03-21 12:45:55.578,0.8333333,2.971207,96.15385
2015-03-21 12:46:11.661,0.9090909,2.941176,96.15385
2015-03-21 12:46:27.261,0.9090909,2.836879,96.15385
2015-03-21 12:46:42.879,0.9090909,2.941176,96.15385
2015-03-21 12:46:58.473,0.9090909,2.941176,96.15385
2015-03-21 12:47:14.067,0.7938944,3.135098,96.15385
2015-03-21 12:47:30.556,0.7692308,3.125,96.15385
2015-03-21 12:47:46.267,0.7674176,3.131852,96.15385
2015-03-21 12:48:01.890,0.7975312,3.125,96.15724
2015-03-21 12:48:17.541,0.8333333,3.125,97.04463
2015-03-21 12:48:33.393,0.7457105,3.211337,96.15385
2015-03-21 12:48:49.400,0.7457105,2.941176,96.69332
2015-03-21 12:49:05.397,0.8960573,2.941176,96.69332
2015-03-21 12:49:21.105,0.8960573,2.941176,96.15385
2015-03-21 12:49:36.662,0.7329843,2.825977,96.61904
2015-03-21 12:49:52.277,0.7329843,2.941176,96.15385
2015-03-21 12:50:07.869,0.7887875,2.865304,96.15385
2015-03-21 12:50:23.489,0.6684923,2.865304,98.03922
2015-03-21 12:50:39.369,0.6684923,2.865304,98.03922
2015-03-21 12:50:55.138,0.5555556,1.428571,98.69047
2015-03-21 12:51:10.665,0.5516743,1.437446,98.34216
2015-03-21 12:51:26.324,0.5,1.450273,98.03922
2015-03-21 12:51:41.907,0.5,1.428571,99.0099
2015-03-21 12:51:57.617,0.5,1.428571,98.11136
2015-03-21 12:52:22.905,0.5,1.428571,98.14423
2015-03-21 12:52:38.457,0.5,1.428571,98.14423
2015-03-21 12:52:54.199,0.5,1.333333,98.14423
2015-03-21 12:53:09.904,0.5,1.333333,98.03922
2015-03-21 12:53:25.768,0.5,1.538462,98.03922
2015-03-21 12:53:41.625,0.5,1.718336,98.04664
2015-03-21 12:53:57.297,0.2917379,1.67033,98.03922
2015-03-21 12:54:13.110,0.2941176,1.666667,98.03922
2015-03-21 12:54:28.698,0.2941176,1.666667,98.47468
2015-03-21 12:54:44.380,0.2857143,1.697793,98.03922
2015-03-21 12:55:00.201,0.2941176,2.200274,97.54286
2015-03-21 12:55:16.569,0.2941176,2.749975,97.54286
2015-03-21 12:55:32.303,0.2941176,2.753304,97.08738
2015-03-21 12:55:48.524,0.3255619,2.630637,97.08738
2015-03-21 12:56:04.102,0.2941176,2.631579,97.11067
2015-03-21 12:56:19.701,0.7317963,4.621157,95.2381
2015-03-21 12:56:35.360,0.8949734,4.742135,95.4694
2015-03-21 12:56:51.255,0.8736663,4.89467,95.10141
2015-03-21 12:57:11.769,0.8744785,4.761905,95.23354
2015-03-21 12:57:27.945,0.7142857,4.598323,95.07282
2015-03-21 12:57:43.498,0.7523911,4.168663,95.2381
2015-03-21 12:57:59.055,0.6739989,4.347148,95.2381
2015-03-21 12:58:14.683,0.7142857,4.329577,95.23082
2015-03-21 12:58:30.272,0.6024808,4.323352,95.21641
2015-03-21 12:58:45.905,0.6666667,3.974813,95.2381
2015-03-21 12:59:02.103,0.5263158,4.847265,95.19784
2015-03-21 12:59:19.827,0.7141779,5.535926,93.45794
2015-03-21 12:59:35.586,0.6680441,4.956908,94.11278
2015-03-21 12:59:51.317,0.6666667,5.153859,95.1251
2015-03-21 13:00:07.290,0.6666667,5.128205,94.33962
2015-03-21 13:00:22.904,0.7142857,5.217209,93.45794
2015-03-21 13:00:38.527,0.7692308,5.534498,92.88662
2015-03-21 13:00:54.172,0.7727395,6.27565,92.38508
2015-03-21 13:01:09.893,0.7808005,6.451613,91.94499
2015-03-21 13:01:25.525,0.8075066,8.282473,90.96667
2015-03-21 13:01:41.154,0.9058157,7.692308,91.74312
2015-03-21 13:01:57.055,0.9458234,7.371472,91.151
2015-03-21 13:02:12.716,1,9.090909,90.03445
2015-03-21 13:02:38.653,0.7743417,8.662886,90.86083
2015-03-21 13:02:54.357,0.8232749,7.360295,91.89293
2015-03-21 13:03:10.381,0.5219684,8.535889,91.53535
2015-03-21 13:03:26.649,0.6627491,8.336364,91.18649
2015-03-21 13:03:42.632,0.7636364,7.41488,91.68303
2015-03-21 13:03:58.316,2.549999,7.442739,91.67822
2015-03-21 13:04:13.869,0.8346457,6.540542,92.53006
2015-03-21 13:04:29.625,0.9090909,7.142857,92.55178
2015-03-21 13:04:45.281,0.8418983,6.451613,92.59259
2015-03-21 13:05:00.974,0.9193457,6.795975,91.74312
2015-03-21 13:05:16.698,1.024053,7.117985,91.36387
2015-03-21 13:05:32.562,0.8665511,9.090909,90.09009
2015-03-21 13:05:48.916,0.75,7.71967,92.04931
2015-03-21 13:06:04.543,0.8333333,9.354324,89.44778
2015-03-21 13:06:20.529,0.7142857,8.749357,89.90291
2015-03-21 13:06:36.222,0.7142857,9.18268,90.09009
2015-03-21 13:06:57.342,0.799535,9.386966,90.35678
2015-03-21 13:07:13.187,0.8333333,9.600459,89.20085
2015-03-21 13:07:29.001,0.8303536,10.48799,89.28571
2015-03-21 13:07:44.849,0.904461,9.953008,87.37365
2015-03-21 13:08:00.866,0.9093905,10.92366,88.41777
2015-03-21 13:08:16.498,1,9.672322,89.278
2015-03-21 13:08:32.261,0.8333333,9.370936,89.68928
2015-03-21 13:08:47.891,0.9031754,11.2735,90.45107
2015-03-21 13:09:03.723,0.9616844,10.82909,89.39372
2015-03-21 13:09:19.400,0.9090909,9.911645,89.34531
2015-03-21 13:09:35.133,0.8898305,9.492709,90.7716
2015-03-21 13:09:50.705,0.9090909,10.20408,88.85827
2015-03-21 13:10:06.357,0.9090909,10.20408,88.45059
2015-03-21 13:10:22.173,1.15346,11.3561,87.7193
2015-03-21 13:10:38.015,1.176471,11.65981,87.18622
2015-03-21 13:10:54.200,1.240347,11.39013,87.11847
2015-03-21 13:11:10.254,1.25,11.35757,87.57962
2015-03-21 13:11:25.945,1.193388,11.35658,87.23407
2015-03-21 13:11:41.590,1.159077,11.56709,87.65835
2015-03-21 13:11:57.406,1.25,8.670989,89.61457
2015-03-21 13:12:13.218,1.15653,10.62694,87.82699
2015-03-21 13:12:28.903,1.052632,10.90385,88.49199
2015-03-21 13:12:55.688,1.056177,10.57296,88.89132
2015-03-21 13:13:11.289,1.056177,8.381817,90.8242
2015-03-21 13:13:26.953,1,8.544052,90.90909
2015-03-21 13:13:43.008,0.8444075,8.149099,90.90909
2015-03-21 13:13:59.176,0.718232,7.142857,91.93054
2015-03-21 13:14:15.001,0.7142857,7.902902,92.31816
2015-03-21 13:14:30.736,0.9780844,7.839206,91.41262
2015-03-21 13:14:46.516,0.7142857,7.922364,91.74312
2015-03-21 13:15:02.299,1.077013,7.268623,92.33398
2015-03-21 13:15:18.200,0.9477625,6.854991,92.59064
2015-03-21 13:15:34.265,1.052632,6.25,92.59259
2015-03-21 13:15:50.013,1.042793,7.786885,92.59259
2015-03-21 13:16:06.321,0.9821847,7.692308,92.37131
2015-03-21 13:16:21.954,1,7.692308,92.37131
2015-03-21 13:16:38.006,0.933584,7.520918,91.95658
2015-03-21 13:16:53.889,1.341608,6.615984,92.0556
2015-03-21 13:17:09.675,0.8308157,7.796537,91.55424
2015-03-21 13:17:31.112,1.033201,7.864469,91.51546
2015-03-21 13:17:46.693,0.8787219,7.692308,91.74312
2015-03-21 13:18:02.997,0.978957,8.51892,90.91473
2015-03-21 13:18:18.781,1.111111,8.241364,91.74312
2015-03-21 13:18:34.517,1.006412,8.247423,91.74312
2015-03-21 13:18:50.181,1,8.073394,91.71893
2015-03-21 13:19:06.119,1,7.977637,91.74312
2015-03-21 13:19:21.688,1,7.692308,91.74312
2015-03-21 13:19:37.845,1,7.73129,91.3242
2015-03-21 13:19:53.465,1,7.725086,91.48196
2015-03-21 13:20:09.140,1,8,91.74312
2015-03-21 13:20:24.704,1,7.978965,91.74312
2015-03-21 13:20:40.421,1,7.978965,91.74312
2015-03-21 13:20:56.301,0.9924904,7.733219,91.74312
2015-03-21 13:21:12.129,0.9090909,7.407407,91.74312
2015-03-21 13:21:27.742,0.9995027,7.407407,90.91727
2015-03-21 13:21:43.365,0.9995027,7.692308,90.90909
2015-03-21 13:21:59.162,0.9995027,7.692308,91.66667
2015-03-21 13:22:15.117,1,7.692308,91.66667
2015-03-21 13:22:31.089,1,7.692308,90.90909
2015-03-21 13:22:46.883,1,7.692308,90.90909
2015-03-21 13:23:12.629,1,8,91.74312
2015-03-21 13:23:28.402,1,7.692308,91.74312
2015-03-21 13:23:44.181,0.9090909,7.937834,91.74312
2015-03-21 13:24:00.212,0.8368465,7.692308,91.74312
2015-03-21 13:24:16.109,0.8333333,7.692308,91.74312
2015-03-21 13:24:31.709,0.9165394,7.669624,91.8387
2015-03-21 13:24:47.425,0.8333333,7.692308,91.74312
2015-03-21 13:25:03.574,0.8333333,7.692308,92.59259
2015-03-21 13:25:19.277,0.8082545,7.692308,92.15291
2015-03-21 13:25:34.929,0.8571429,7.487323,91.74312
2015-03-21 13:25:50.597,0.7692308,7.418398,91.74312
2015-03-21 13:26:06.506,1.973798,7.407407,92.59259
2015-03-21 13:26:22.283,0.9090909,7.407407,92.59259
2015-03-21 13:26:38.078,0.7775043,7.572867,91.74312
2015-03-21 13:26:53.743,0.7142857,7.25643,92.3141
2015-03-21 13:27:09.789,0.8333333,7.229402,91.80467
2015-03-21 13:27:25.660,0.7142857,7.959537,91.97382
2015-03-21 13:27:41.523,0.7142857,7.959537,91.97382
2015-03-21 13:27:57.369,0.7142857,7.692308,91.97382
2015-03-21 13:28:13.471,0.7142857,7.746495,91.74312
2015-03-21 13:28:29.221,0.7142857,7.746495,92.29022
2015-03-21 13:28:45.070,0.9083206,7.46405,91.46483
2015-03-21 13:29:01.041,0.9795729,8.030915,91.39883
2015-03-21 13:29:16.977,0.7142857,8.425376,90.91647
2015-03-21 13:29:33.028,0.7592959,8.1367,91.81475
2015-03-21 13:29:48.933,0.9090909,8.940012,90.90909
2015-03-21 13:30:04.798,0.6246329,8.048677,92.31413
2015-03-21 13:30:21.537,0.6246329,8.333333,90.90909
2015-03-21 13:30:37.388,0.5555556,6.9731,92.59259
2015-03-21 13:30:53.265,0.5538771,7.11202,92.59259
2015-03-21 13:31:09.142,0.5538771,7.11202,90.90909
2015-03-21 13:31:25.342,0.5263158,8.154063,91.74312
2015-03-21 13:31:41.516,0.6744931,7.539257,92.59259
2015-03-21 13:31:57.281,0.6744931,7.539257,92.59259
2015-03-21 13:32:18.200,0.7169566,6.291801,92.71099
2015-03-21 13:32:34.209,0.6497386,6.742587,92.65767
2015-03-21 13:32:50.002,0.5882353,7.746479,91.74312
2015-03-21 13:33:05.793,0.7596238,7.407407,92.57125
2015-03-21 13:33:26.770,0.7596238,7.142857,92.59259
2015-03-21 13:33:42.559,0.7596238,6.557377,91.74312
2015-03-21 13:33:59.049,0.6451613,5.836633,94.21591
2015-03-21 13:34:15.298,0.5827308,5.009297,94.33962
2015-03-21 13:34:31.194,0.5827308,4.824561,94.33962
2015-03-21 13:34:47.168,0.5555556,5.328597,94.29896
2015-03-21 13:35:03.561,0.7547851,6.005738,93.46177
2015-03-21 13:35:20.113,1.624262,6.296917,92.59259
2015-03-21 13:35:35.962,1.624262,6.643604,91.74312
2015-03-21 13:35:51.940,0.5906895,6.435226,93.38596
2015-03-21 13:36:07.712,0.5882353,7.331486,92.59259
2015-03-21 13:36:23.465,0.5882353,7.331486,92.59259
2015-03-21 13:36:39.164,0.7520891,5.511387,93.88185
2015-03-21 13:36:55.564,0.5967078,6.060606,93.45794
2015-03-21 13:37:11.422,0.5365854,6.060606,93.45762
2015-03-21 13:37:27.225,0.507746,4.525797,95.37243
2015-03-21 13:37:43.220,0.4567308,3,96.70239
2015-03-21 13:38:05.049,0.4996253,3.268899,97.08547
2015-03-21 13:38:21.463,0.3030303,2.919658,97.08738
2015-03-21 13:38:37.508,0.3030303,2.919658,97.08738
2015-03-21 13:38:53.219,0.3030303,3.125,96.48658
2015-03-21 13:39:08.880,0.3030303,3.125,96.73749
2015-03-21 13:39:24.754,0.4824235,2.649838,97.08738
2015-03-21 13:39:40.532,0.4761905,1.428571,98.08237
2015-03-21 13:39:56.265,0.4761905,1.333333,99.0099
2015-03-21 13:40:12.001,0.2,1.333333,99.0099
2015-03-21 13:40:27.825,0.2,1.333333,99.0099
2015-03-21 13:40:43.534,0.1978965,0.8333333,99.0099
2015-03-21 13:40:59.359,0.1978965,0.8333333,99.0099
2015-03-21 13:41:15.129,0.1978965,0.8333333,99.0099
2015-03-21 13:41:30.726,0.1978965,0.8333333,99.0099
2015-03-21 13:41:46.376,0.1515152,0.9090909,99.0099
2015-03-21 13:42:02.670,0.1515745,0.8798972,99.0099
2015-03-21 13:42:18.352,0.1515745,0.8798972,99.0099
2015-03-21 13:42:34.424,0.1515152,0.9090909,99.0099
2015-03-21 13:42:50.197,0.1515953,0.9090909,99.0099
2015-03-21 13:43:06.100,0.1515953,0.6934307,99.0099
2015-03-21 13:43:21.717,0.151618,0.8571429,99.0099
2015-03-21 13:43:42.495,0.151618,0.6666667,99.0099
2015-03-21 13:43:58.185,0.1923077,0.8333333,99.0099
2015-03-21 13:44:13.921,0.1923077,0.7332762,99.0099
2015-03-21 13:44:29.866,0.1517707,0.6557377,99.0099
2015-03-21 13:44:45.575,0.1517707,0.625,99.0099
2015-03-21 13:45:01.326,0.1517707,0.625,99.0099
2015-03-21 13:45:16.880,0.1987578,0.8333333,99.0099
2015-03-21 13:45:32.514,0.1987578,0.6655844,99.0099
2015-03-21 13:45:48.286,0.1987578,0.6655844,99.0099
2015-03-21 13:46:03.989,0.1987578,0.6655844,99.0099
2015-03-21 13:46:20.047,0.1987578,0.3030303,99.0099
2015-03-21 13:46:35.842,0.1987578,0.3030303,99.0099
2015-03-21 13:46:51.652,0.2380952,0.3030303,99.0099
2015-03-21 13:47:07.384,0.2380952,0.3030303,99.0099
2015-03-21 13:47:23.196,0.2380952,0.3030303,99.0099
2015-03-21 13:47:39.040,0.2380952,0.3030303,99.0099
2015-03-21 13:47:54.728,0.2380952,0.3030303,99.0099
2015-03-21 13:48:10.326,0.2380952,0.3030303,99.0099
2015-03-21 13:48:25.929,0.2380952,0.3030303,99.0099
2015-03-21 13:48:41.590,0.2380952,0.3030303,99.0099
2015-03-21 13:48:57.381,0.2380952,0.3030303,99.0099
2015-03-21 13:49:13.221,0.2380952,0.3030303,99.0099
2015-03-21 13:49:29.048,0.2380952,0.3030303,99.0099
2015-03-21 13:49:44.761,0.2380952,0.3030303,99.0099
2015-03-21 13:50:00.501,0.2380952,0.3030303,99.0099
2015-03-21 13:50:16.278,0.2380952,0.3030303,99.0099
2015-03-21 13:50:32.469,0.1238465,0.3030303,99.0099
2015-03-21 13:50:48.835,0.1238465,0.3030303,99.0099
2015-03-21 13:51:04.913,0.1238465,0.3030303,99.0099
2015-03-21 13:51:21.406,0.1,0.3030303,99.0099
2015-03-21 13:51:37.333,0.1,0.1666667,99.0099
2015-03-21 13:51:53.106,0.1,0.1666667,99.0099
2015-03-21 13:52:08.745,0.1,0.1666667,99.0099
2015-03-21 13:52:24.327,0.1,0.1666667,99.0099
2015-03-21 13:52:39.908,0.1,0.1666667,99.0099
2015-03-21 13:52:55.540,0.1,0.1666667,99.0099
2015-03-21 13:53:11.132,0.1,0.1666667,99.0099
2015-03-21 13:53:26.814,0.1,0.1666667,99.0099
2015-03-21 13:53:42.716,0.1,0.1666667,99.0099
2015-03-21 13:54:00.177,0.1,0.1666667,99.0099
2015-03-21 13:54:16.233,0.1,0.1666667,99.0099
2015-03-21 13:54:32.129,0.1,0.1,99.0099
2015-03-21 13:54:47.862,0.1,0.1,99.0099
2015-03-21 13:55:03.818,0.1,0.1,99.0099
2015-03-21 13:55:20.188,0.1,0.1,99.0099
2015-03-21 13:55:35.927,0.1,0.1,99.0099
2015-03-21 13:55:51.443,0.1,0.1,99.0099
2015-03-21 13:56:07.108,0.1,0.1,99.0099
2015-03-21 13:56:23.358,0.1,0.1,99.0099
2015-03-21 13:56:39.195,0.1,0.1,99.0099
2015-03-21 13:56:54.948,0.1,0.1,99.0099
2015-03-21 13:57:10.834,0.1,0.1,99.0099
2015-03-21 13:57:26.722,0.1,0.1,99.0099
2015-03-21 13:57:42.413,0.1,0.1,99.0099
2015-03-21 13:57:58.305,0.1,0.1,99.0099
2015-03-21 13:58:17.191,0.1,0.1,99.0099
2015-03-21 13:58:32.853,0.1,0.1,99.0099
2015-03-21 13:58:48.625,0.1,0.1,99.0099
2015-03-21 13:59:04.576,0.1,0.1,99.0099
2015-03-21 13:59:20.229,0.1,0.1,99.0099
2015-03-21 13:59:35.854,0.1,0.1,99.0099
2015-03-21 13:59:51.812,0.1,0.1,99.0099
2015-03-21 14:00:07.532,0.1,0.1,99.0099
2015-03-21 14:00:23.077,0.1,0.1,99.0099
2015-03-21 14:00:38.732,0.1,0.1,99.0099
2015-03-21 14:00:54.714,0.1,0.1,99.0099
2015-03-21 14:01:10.317,0.1,0.1,99.0099
2015-03-21 14:01:26.065,0.1,0.1,99.0099
2015-03-21 14:01:42.056,0.1,0.1,99.0099
2015-03-21 14:01:57.718,0.1,0.1,99.0099
2015-03-21 14:02:13.280,0.1,0.1,99.0099
2015-03-21 14:02:29.019,0.1,0.1,99.0099
2015-03-21 14:02:44.913,0.1,0.1,99.0099
2015-03-21 14:03:00.528,0.1,0.1,99.0099
2015-03-21 14:03:16.085,0.1,0.1,99.0099
2015-03-21 14:03:32.120,0.1,0.1,99.0099
2015-03-21 14:03:47.736,0.1,0.1,99.0099
2015-03-21 14:04:13.977,0.1,0.1,99.0099
2015-03-21 14:04:31.782,0.1,0.1,99.0099
2015-03-21 14:04:47.769,0.1,0.1,99.0099
2015-03-21 14:05:03.621,0.1,0.1,99.0099
2015-03-21 14:05:19.301,0.1,0.1,99.0099
2015-03-21 14:05:35.634,0.1,0.1,99.0099
2015-03-21 14:05:51.389,0.1,0.1,99.0099
2015-03-21 14:06:07.065,0.1,0.1,99.0099
2015-03-21 14:06:22.737,0.1,0.1,99.0099
2015-03-21 14:06:38.950,0.1,0.1,99.0099
2015-03-21 14:06:54.892,0.1,0.1,99.0099
2015-03-21 14:07:10.566,0.1,0.1,99.0099
2015-03-21 14:07:26.372,0.1,0.1,99.0099
2015-03-21 14:07:42.116,0.1,0.1,99.0099
2015-03-21 14:07:57.656,0.1,0.1,99.0099
2015-03-21 14:08:13.318,0.1,0.1,99.0099
2015-03-21 14:08:29.146,0.1,0.1,99.0099
2015-03-21 14:08:45.042,0.1,0.1,99.0099
2015-03-21 14:09:00.724,0.1,0.1,99.0099
2015-03-21 14:09:18.609,0.1,0.1,99.0099
2015-03-21 14:09:34.489,0.1,0.1,99.0099
2015-03-21 14:09:50.754,0.1,0.1,99.0099
2015-03-21 14:10:06.775,0.1,0.1,99.0099
2015-03-21 14:10:22.783,0.1,0.1,99.0099
2015-03-21 14:10:38.746,0.1,0.1,99.0099
2015-03-21 14:10:54.774,0.1,0.1,99.0099
2015-03-21 14:11:10.737,0.1,0.1,99.0099
2015-03-21 14:11:26.614,0.1,0.1,99.0099
2015-03-21 14:11:42.537,0.1,0.1,99.0099
2015-03-21 14:12:01.615,0.1,0.1,99.0099
2015-03-21 14:12:17.547,0.1,0.1,99.0099
2015-03-21 14:12:33.645,0.1,0.1,99.0099
2015-03-21 14:12:49.539,0.1,0.1,99.0099
2015-03-21 14:13:05.661,0.1,0.1,99.0099
2015-03-21 14:13:21.441,0.1,0.1,99.0099
2015-03-21 14:13:37.197,0.1,0.1,99.0099
2015-03-21 14:13:52.936,0.1,0.1,99.0099
2015-03-21 14:14:08.468,0.1,0.1,99.0099
2015-03-21 14:14:31.149,0.1,0.1,99.0099
2015-03-21 14:14:46.891,0.1,0.1,99.0099
2015-03-21 14:15:02.839,0.1,0.1,99.0099
2015-03-21 14:15:18.507,0.1,0.1,99.0099
2015-03-21 14:15:34.243,0.1,0.1,99.0099
2015-03-21 14:15:50.040,0.1,0.1,99.0099
2015-03-21 14:16:06.025,0.1,0.1,99.0099
2015-03-21 14:16:21.801,0.1,0.1,99.0099
2015-03-21 14:16:37.805,0.1,0.1,99.0099
2015-03-21 14:16:53.512,0.1,0.1,99.0099
2015-03-21 14:17:09.286,0.1,0.1,99.0099
2015-03-21 14:17:24.953,0.1,0.1,99.0099
2015-03-21 14:17:40.803,0.1,0.1,99.0099
2015-03-21 14:17:56.812,0.1,0.1,99.0099
2015-03-21 14:18:12.461,0.1,0.1,99.0099
2015-03-21 14:18:28.209,0.1,0.1,99.0099
2015-03-21 14:18:46.866,0.1,0.1,99.0099
2015-03-21 14:19:02.772,0.1,0.1,99.0099
2015-03-21 14:19:18.477,0.1,0.1,99.0099
2015-03-21 14:19:34.317,0.1,0.1,99.0099
2015-03-21 14:19:49.949,0.1,0.1,99.0099
