date,Draw,Italy,Wales
2015-03-21 12:20:16.416,0.0001870766,0.0007877418,0.05318315
2015-03-21 12:20:32.062,0,0,15.34003
2015-03-21 12:20:47.725,6.894945,2191.06,4121.645
2015-03-21 12:21:03.899,0,133.546,0
2015-03-21 12:21:26.458,0,93.09241,0
2015-03-21 12:21:42.101,0,0,153.422
2015-03-21 12:21:57.693,7.080521,38.48109,0
2015-03-21 12:22:13.291,153.8603,15.38603,0
2015-03-21 12:22:28.948,0,30.65881,3065.881
2015-03-21 12:22:44.695,0,15.24018,0
2015-03-21 12:23:00.735,0,680.8362,2244.515
2015-03-21 12:23:16.288,15.43051,0,0
2015-03-21 12:23:32.136,30.28716,162.4149,504.7355
2015-03-21 12:23:47.738,15.38288,20.76688,0
2015-03-21 12:24:03.285,28.40514,30.87515,771.8787
2015-03-21 12:24:18.901,12.90949,116.7617,0
2015-03-21 12:24:34.544,70.41965,126.5713,7670.986
2015-03-21 12:24:51.118,0,214.3239,7861.487
2015-03-21 12:25:06.996,72.09945,1216.092,5097.333
2015-03-21 12:25:22.685,188.341,43.13678,3059.346
2015-03-21 12:25:38.369,22.95346,56.15945,903.5245
2015-03-21 12:25:54.181,30.3578,155.2802,3483.558
2015-03-21 12:26:10.264,14.92192,65.95488,22.38288
2015-03-21 12:26:26.206,30.10997,156.7977,167216.7
2015-03-21 12:26:41.937,41.4209,11.02269,8049.234
2015-03-21 12:26:57.548,0,203.777,100779.7
2015-03-21 12:27:13.350,22.78178,423.817,87826.22
2015-03-21 12:27:29.276,11.82957,99.8355,3767.377
2015-03-21 12:27:45.052,0,235.8077,61005.75
2015-03-21 12:28:00.837,155.3142,526.0005,7602.262
2015-03-21 12:28:16.828,0,73.31746,83958.63
2015-03-21 12:28:32.593,120.1838,608.6064,123648.8
2015-03-21 12:28:48.429,3.788856,90.93255,5274.088
2015-03-21 12:29:04.257,0,53.07,16331.8
2015-03-21 12:29:20.175,0,11.30826,5113.632
2015-03-21 12:29:36.062,18.76992,0,47344.6
2015-03-21 12:29:52.964,21.29929,0,78.0974
2015-03-21 12:30:08.767,3.265213,22.78056,8908.678
2015-03-21 12:30:24.624,15.13514,47.60002,756.7571
2015-03-21 12:30:40.394,76.09519,73.88843,3682.018
2015-03-21 12:30:56.108,152.4583,76.36279,8391.126
2015-03-21 12:31:11.760,44.39162,42.16821,24450.62
2015-03-21 12:31:27.541,66.49717,58.43691,2258.014
2015-03-21 12:31:50.421,56.27633,129.8342,12453.77
2015-03-21 12:32:06.141,6.488766,49.27645,36735.96
2015-03-21 12:32:21.663,1.468806,7.73056,4655.537
2015-03-21 12:32:37.279,7.684729,68.47093,951.8305
2015-03-21 12:32:53.300,22.46991,105.4588,4467.28
2015-03-21 12:33:08.867,7.708478,0,0
2015-03-21 12:33:24.499,23.22285,79.41831,2446.959
2015-03-21 12:33:40.325,27.41079,53.0776,0
2015-03-21 12:33:55.914,6.119402,41.37331,1927.458
2015-03-21 12:34:11.531,15.44448,15.75184,17589.73
2015-03-21 12:34:27.099,127.7628,28.9056,2296.647
2015-03-21 12:34:43.052,22.5664,0,1183.156
2015-03-21 12:34:59.430,0,14.65383,856.8826
2015-03-21 12:35:15.236,0,79.71668,4391.706
2015-03-21 12:35:31.118,0,15.11189,1435.63
2015-03-21 12:35:46.766,0,80.5222,16721.62
2015-03-21 12:36:02.649,10.46405,593.1264,1216.285
2015-03-21 12:36:19.136,0,0,1091.731
2015-03-21 12:36:34.673,21.74222,30.31553,1324.731
2015-03-21 12:36:56.070,5.440076,80.33926,3338.468
2015-03-21 12:37:11.889,0,0,0
2015-03-21 12:37:27.475,14.16658,57.43625,6139.866
2015-03-21 12:37:43.108,30.70413,30.89603,399.1537
2015-03-21 12:37:58.671,38.55363,0,254.4539
2015-03-21 12:38:14.293,0,15.36275,268.8481
2015-03-21 12:38:29.864,0,15.41375,963.3979
2015-03-21 12:38:45.487,0,0,3013.216
2015-03-21 12:39:01.265,48.21665,0,0
2015-03-21 12:39:17.319,0,10.46525,1689.39
2015-03-21 12:39:32.910,1.885699,7.696731,682.2382
2015-03-21 12:39:48.481,0,0,15.41316
2015-03-21 12:40:04.329,0,0,1550.734
2015-03-21 12:40:19.901,11.17369,45.38831,16361.21
2015-03-21 12:40:35.623,0,0,0
2015-03-21 12:40:51.345,9.388126,53.42836,9535.092
2015-03-21 12:41:07.086,0,0,22.87
2015-03-21 12:41:23.563,7.282759,36.70511,12663.7
2015-03-21 12:41:39.324,15.22722,53.29529,0
2015-03-21 12:41:59.281,113.1649,53.93672,65894.58
2015-03-21 12:42:14.889,31.59994,61.04709,21253.54
2015-03-21 12:42:30.543,10.80837,40.58887,120188.3
2015-03-21 12:42:46.120,0,278.8665,6416.665
2015-03-21 12:43:01.659,33.51695,112.8687,536.7346
2015-03-21 12:43:17.499,26.13546,106.0191,75.75495
2015-03-21 12:43:33.140,0,76.72206,15344.41
2015-03-21 12:43:49.242,0,29.81021,15240.47
2015-03-21 12:44:04.951,0,0,916.6731
2015-03-21 12:44:20.738,0,21.96736,0
2015-03-21 12:44:36.319,0,38.50931,1718.901
2015-03-21 12:44:51.927,0,169.1424,3844.146
2015-03-21 12:45:07.517,0,93.59766,0
2015-03-21 12:45:23.094,0,390.6439,8473.838
2015-03-21 12:45:38.673,44.67776,140.0802,1481.376
2015-03-21 12:45:55.578,1.881052,41.31217,644.3136
2015-03-21 12:46:11.661,14.92244,59.68978,37.30611
2015-03-21 12:46:27.261,7.692485,123.0798,0
2015-03-21 12:46:42.879,0,33.57731,0
2015-03-21 12:46:58.473,0,261.9342,0
2015-03-21 12:47:14.067,37.82265,149.3283,12907.84
2015-03-21 12:47:30.556,14.41017,58.44124,2525.746
2015-03-21 12:47:46.267,53.46537,218.1769,8271.933
2015-03-21 12:48:01.890,25.30817,55.45522,4188.828
2015-03-21 12:48:17.541,176.9621,11.501,7798.868
2015-03-21 12:48:33.393,12.83088,105.4101,2272.504
2015-03-21 12:48:49.400,0,133.0652,6459.998
2015-03-21 12:49:05.397,15.00348,37.5087,0
2015-03-21 12:49:21.105,0,18.71632,420.1623
2015-03-21 12:49:36.662,15.65822,111.8059,5588.326
2015-03-21 12:49:52.277,0,26.51361,153.7021
2015-03-21 12:50:07.869,23.28149,89.50867,3618.021
2015-03-21 12:50:23.489,63.76152,0,1401.294
2015-03-21 12:50:39.369,10.69313,27.50742,2748.475
2015-03-21 12:50:55.138,7.153357,20.66103,4368.152
2015-03-21 12:51:10.665,10.27876,89.41745,2706.829
2015-03-21 12:51:26.324,10.34496,151.8027,3596.675
2015-03-21 12:51:41.907,0,123.1788,300.3422
2015-03-21 12:51:57.617,5.728879,145.1316,916.6206
2015-03-21 12:52:22.905,17.84207,18.98092,956.5436
2015-03-21 12:52:38.457,15.43186,0,0
2015-03-21 12:52:54.199,0,15.24668,0
2015-03-21 12:53:09.904,53.48563,0,1000.029
2015-03-21 12:53:25.768,0,32.82891,756.4266
2015-03-21 12:53:41.625,22.81555,45.40407,2939.308
2015-03-21 12:53:57.297,9.801204,72.74331,3446.808
2015-03-21 12:54:13.110,7.588424,73.19035,2520.533
2015-03-21 12:54:28.698,10.00769,72.2093,8192.291
2015-03-21 12:54:44.380,96.79996,382.6085,22285.07
2015-03-21 12:55:00.201,4.096015,30.4167,1347.93
2015-03-21 12:55:16.569,0,161.143,0
2015-03-21 12:55:32.303,0,190.6648,7180.665
2015-03-21 12:55:48.524,11.46674,92.47375,4159.95
2015-03-21 12:56:04.102,3.466414,31.1207,13891.96
2015-03-21 12:56:19.701,97.27389,108.9668,1082.321
2015-03-21 12:56:35.360,8.391361,118.1688,8347.106
2015-03-21 12:56:51.255,42.65522,207.9536,5559.296
2015-03-21 12:57:11.769,48.43556,77.5086,11645.92
2015-03-21 12:57:27.945,55.7491,422.3282,37056.72
2015-03-21 12:57:43.498,13.65649,83.90639,3709.704
2015-03-21 12:57:59.055,26.14828,300.8595,5547.986
2015-03-21 12:58:14.683,10.25082,257.4222,19155.28
2015-03-21 12:58:30.272,3.925929,42.56938,3217.067
2015-03-21 12:58:45.905,19.95829,227.9851,1050.766
2015-03-21 12:59:02.103,16.81704,761.2118,25204
2015-03-21 12:59:19.827,67.22791,190.1406,518.3252
2015-03-21 12:59:35.586,14.77284,322.5656,1452.193
2015-03-21 12:59:51.317,1.983316,137.7261,7010.223
2015-03-21 13:00:07.290,7.512848,62.35664,742.3445
2015-03-21 13:00:22.904,94.14548,95.52884,768.5345
2015-03-21 13:00:38.527,59.25804,192.0606,24459.48
2015-03-21 13:00:54.172,22.08999,240.4971,13698.56
2015-03-21 13:01:09.893,36.25783,365.5934,4864.885
2015-03-21 13:01:25.525,108.5117,524.0189,6615.835
2015-03-21 13:01:41.154,155.3999,135.7446,19882.98
2015-03-21 13:01:57.055,125.9494,101.9519,6301.434
2015-03-21 13:02:12.716,39.84452,341.5902,4290.374
2015-03-21 13:02:38.653,110.3706,1447.773,30476.94
2015-03-21 13:02:54.357,55.24716,750.7653,6800.253
2015-03-21 13:03:10.381,11.12044,274.1543,5115.625
2015-03-21 13:03:26.649,55.32374,886.4708,10638.39
2015-03-21 13:03:42.632,26.80321,358.6901,10802.93
2015-03-21 13:03:58.316,66.56395,407.1112,1501.744
2015-03-21 13:04:13.869,28.62602,238.3444,3171.547
2015-03-21 13:04:29.625,0.4188773,30.8446,887.6391
2015-03-21 13:04:45.281,57.44641,49.78178,3695.08
2015-03-21 13:05:00.974,12.46427,178.1702,141.6568
2015-03-21 13:05:16.698,93.98687,551.4812,7924.28
2015-03-21 13:05:32.562,7.56432,109.6826,787.1054
2015-03-21 13:05:48.916,33.67816,347.1272,11700.3
2015-03-21 13:06:04.543,13.59187,90.1133,1069.764
2015-03-21 13:06:20.529,2.552318,31.90397,2411.152
2015-03-21 13:06:36.222,1.032328,274.0639,137.2614
2015-03-21 13:06:57.342,17.58451,285.5282,3658.999
2015-03-21 13:07:13.187,42.03419,544.3617,2034.493
2015-03-21 13:07:29.001,7.929711,164.1336,610.6636
2015-03-21 13:07:44.849,72.61267,406.4871,7657.229
2015-03-21 13:08:00.866,113.6911,154.7848,919.531
2015-03-21 13:08:16.498,0.3070752,393.5552,142.7132
2015-03-21 13:08:32.261,3.539928,104.2185,862.3341
2015-03-21 13:08:47.891,13.32028,87.29196,10594.34
2015-03-21 13:09:03.723,38.42837,313.7559,1120.259
2015-03-21 13:09:19.400,0.9951052,80.37388,223.3628
2015-03-21 13:09:35.133,5.605901,96.44437,14097.92
2015-03-21 13:09:50.705,2.543061,28.89842,1487.151
2015-03-21 13:10:06.357,0,0,667.0004
2015-03-21 13:10:22.173,17.45122,207.8971,582.5292
2015-03-21 13:10:38.015,1.249801,140.1292,3677.71
2015-03-21 13:10:54.200,48.82275,415.1602,4321.351
2015-03-21 13:11:10.254,1.195953,636.2844,1278.997
2015-03-21 13:11:25.945,20.15243,559.641,1039.284
2015-03-21 13:11:41.590,58.177,534.1776,16864.39
2015-03-21 13:11:57.406,5.045693,48.7118,2071.579
2015-03-21 13:12:13.218,26.40916,265.116,14187.41
2015-03-21 13:12:28.903,2.256901,71.41753,192.1426
2015-03-21 13:12:55.688,25.29109,122.4008,2641.138
2015-03-21 13:13:11.289,0,204.4465,428.6608
2015-03-21 13:13:26.953,11.49108,234.6478,4798.405
2015-03-21 13:13:43.008,11.39817,139.9546,4731.363
2015-03-21 13:13:59.176,0.9648681,9.797122,1198.366
2015-03-21 13:14:15.001,4.701378,65.66764,2961.338
2015-03-21 13:14:30.736,45.949,93.91898,1548.157
2015-03-21 13:14:46.516,1.673005,117.6427,216.0838
2015-03-21 13:15:02.299,56.03724,48.96605,1199.63
2015-03-21 13:15:18.200,42.03395,54.93845,26513.88
2015-03-21 13:15:34.265,39.28939,11.46563,3798.186
2015-03-21 13:15:50.013,70.56253,54.29352,1428.624
2015-03-21 13:16:06.321,15.41574,7.358349,2561.257
2015-03-21 13:16:21.954,7.983451,0,0
2015-03-21 13:16:38.006,5.569368,44.85397,982.6758
2015-03-21 13:16:53.889,93.90921,95.00469,1364.819
2015-03-21 13:17:09.675,8.361892,109.3507,921.8605
2015-03-21 13:17:31.112,21.77538,118.3651,852.5143
2015-03-21 13:17:46.693,18.63864,180.9951,2108.747
2015-03-21 13:18:02.997,3.937541,105.504,18109.34
2015-03-21 13:18:18.781,6.310085,375.26,228.0754
2015-03-21 13:18:34.517,19.75154,61.00863,15.25216
2015-03-21 13:18:50.181,15.32143,3.370716,788.7474
2015-03-21 13:19:06.119,7.529332,358.848,783.0506
2015-03-21 13:19:21.688,0,115.6104,0
2015-03-21 13:19:37.845,0,283.2802,74.27379
2015-03-21 13:19:53.465,53.77749,43.17564,3802.068
2015-03-21 13:20:09.140,22.96592,15.31061,765.5306
2015-03-21 13:20:24.704,39.32083,169.6193,0
2015-03-21 13:20:40.421,0,0,160.3427
2015-03-21 13:20:56.301,18.47538,57.95753,17759.6
2015-03-21 13:21:12.129,3.752838,30.59132,379.0746
2015-03-21 13:21:27.742,15.44857,0.6148684,776.2714
2015-03-21 13:21:43.365,0,76.81352,166.6853
2015-03-21 13:21:59.162,0,75.9621,835.5831
2015-03-21 13:22:15.117,7.521363,15.04273,0
2015-03-21 13:22:31.089,0,30.05207,165.2864
2015-03-21 13:22:46.883,15.19563,35.1019,1667.986
2015-03-21 13:23:12.629,0,4.660921,605.9197
2015-03-21 13:23:28.402,7.607927,248.589,715.9059
2015-03-21 13:23:44.181,6.008064,260.0579,614.1535
2015-03-21 13:24:00.212,29.71617,273.284,3259.235
2015-03-21 13:24:16.109,0.8303453,7.548594,1599.736
2015-03-21 13:24:31.709,25.38475,110.5391,1491.816
2015-03-21 13:24:47.425,7.864556,72.53716,865.1011
2015-03-21 13:25:03.574,0,0,111.4673
2015-03-21 13:25:19.277,3.591581,34.0054,788.2757
2015-03-21 13:25:34.929,11.4999,133.0156,1230.873
2015-03-21 13:25:50.597,0.7659285,191.4821,91.33697
2015-03-21 13:26:06.506,49.66835,79.42411,402.4381
2015-03-21 13:26:22.283,7.606102,0,0
2015-03-21 13:26:38.078,64.80607,874.4641,6152.512
2015-03-21 13:26:53.743,0.5362341,113.7965,988.5475
2015-03-21 13:27:09.789,6.954804,66.93064,41646.71
2015-03-21 13:27:25.660,11.45483,972.7154,2237.283
2015-03-21 13:27:41.523,0,0,0
2015-03-21 13:27:57.369,0,43.08841,0
2015-03-21 13:28:13.471,7.527108,122.9303,961.4577
2015-03-21 13:28:29.221,0,0,503.8545
2015-03-21 13:28:45.070,40.58279,170.1676,1598.137
2015-03-21 13:29:01.041,47.56088,157.7098,675.62
2015-03-21 13:29:16.977,5.948808,277.2973,842.8858
2015-03-21 13:29:33.028,81.75199,541.3873,11726.87
2015-03-21 13:29:48.933,35.83877,92.65266,242.1946
2015-03-21 13:30:04.798,24.12791,351.1784,8953.8
2015-03-21 13:30:21.537,0,51.86812,716.9055
2015-03-21 13:30:37.388,1.514047,20.21253,12704.94
2015-03-21 13:30:53.265,6.23574,94.63208,1047.453
2015-03-21 13:31:09.142,0,0,76.33403
2015-03-21 13:31:25.342,4.222244,121.2229,733.3372
2015-03-21 13:31:41.516,23.44499,30.01108,204.0308
2015-03-21 13:31:57.281,0,0,0
2015-03-21 13:32:18.200,37.94634,137.473,7070.324
2015-03-21 13:32:34.209,3.260605,33.61796,3155.366
2015-03-21 13:32:50.002,5.81293,83.58462,906.2472
2015-03-21 13:33:05.793,53.68771,126.8671,3259.182
2015-03-21 13:33:26.770,0,22.88213,1018.083
2015-03-21 13:33:42.559,0,30.40153,494.0248
2015-03-21 13:33:59.049,3.201995,28.9635,9192.526
2015-03-21 13:34:15.298,5.058625,135.2905,2064.694
2015-03-21 13:34:31.194,0,83.03857,760.8598
2015-03-21 13:34:47.168,5.897045,56.34119,2534.227
2015-03-21 13:35:03.561,15.29993,34.47975,16704.01
2015-03-21 13:35:20.113,79.1327,306.9609,4658.571
2015-03-21 13:35:35.962,0,67.61016,840.395
2015-03-21 13:35:51.940,10.10135,110.3638,3457.065
2015-03-21 13:36:07.712,1.940227,53.33721,305.4906
2015-03-21 13:36:23.465,0,0,0
2015-03-21 13:36:39.164,5.15941,93.78661,1210.359
2015-03-21 13:36:55.564,14.85364,150.9145,2474.486
2015-03-21 13:37:11.422,2.913366,32.72807,1223.311
2015-03-21 13:37:27.225,47.53528,82.84504,1927.723
2015-03-21 13:37:43.220,5.701703,22.50672,1759.088
2015-03-21 13:38:05.049,10.99491,86.36498,5638.682
2015-03-21 13:38:21.463,1.425564,15.46188,4406.966
2015-03-21 13:38:37.508,0,0,1791.359
2015-03-21 13:38:53.219,0,38.19136,1099.377
2015-03-21 13:39:08.880,0.8811251,60.98918,2513.658
2015-03-21 13:39:24.754,38.66711,43.8832,17075.67
2015-03-21 13:39:40.532,2.395726,60.38752,18934.83
2015-03-21 13:39:56.265,54.19321,20.97556,10874.49
2015-03-21 13:40:12.001,1.792044,22.87716,1037.746
2015-03-21 13:40:27.825,0,0,1335.362
2015-03-21 13:40:43.534,5.46168,84.02585,2799.092
2015-03-21 13:40:59.359,4.587771,38.63586,2939.396
2015-03-21 13:41:15.129,0,0,1917.781
2015-03-21 13:41:30.726,1.307952,7.693833,918.6437
2015-03-21 13:41:46.376,6.364014,38.33743,4175.33
2015-03-21 13:42:02.670,4.271657,83.81286,2791.381
2015-03-21 13:42:18.352,0,0,0
2015-03-21 13:42:34.424,1.231907,7.466102,1417.887
2015-03-21 13:42:50.197,3.271543,19.78142,2317.165
2015-03-21 13:43:06.100,0,30.18185,0
2015-03-21 13:43:21.717,17.94205,23.05189,2224.084
2015-03-21 13:43:42.495,0,28.01081,20.15623
2015-03-21 13:43:58.185,0.9942233,0.3823936,45.42836
2015-03-21 13:44:13.921,12.08756,19.56125,3467.375
2015-03-21 13:44:29.866,0.677309,37.62828,0
2015-03-21 13:44:45.575,0,45.83443,2852.544
2015-03-21 13:45:01.326,0,0,0
2015-03-21 13:45:16.880,15.42969,15.42969,1928.711
2015-03-21 13:45:32.514,0,69.46582,0
2015-03-21 13:45:48.286,0,53.25892,0
2015-03-21 13:46:03.989,3.820945,0,0
2015-03-21 13:46:20.047,0,29.89092,0
2015-03-21 13:46:35.842,0,8.889254,0
2015-03-21 13:46:51.652,15.17951,75.89756,0
2015-03-21 13:47:07.384,0,0,0
2015-03-21 13:47:23.196,0,15.17864,0
2015-03-21 13:47:39.040,0,0,269.3999
2015-03-21 13:47:54.728,0,0,0
2015-03-21 13:48:10.326,0,0,0
2015-03-21 13:48:25.929,0,0,0
2015-03-21 13:48:41.590,0,0,0
2015-03-21 13:48:57.381,0,0,610.3327
2015-03-21 13:49:13.221,0,0,98.14246
2015-03-21 13:49:29.048,10.91766,0,364.8317
2015-03-21 13:49:44.761,0,0,0
2015-03-21 13:50:00.501,0,0,0
2015-03-21 13:50:16.278,0,0,0
2015-03-21 13:50:32.469,18.90005,0,340.9421
2015-03-21 13:50:48.835,0,0,0
2015-03-21 13:51:04.913,0,0,0
2015-03-21 13:51:21.406,5.456854,0,0
2015-03-21 13:51:37.333,0,8.287852,0
2015-03-21 13:51:53.106,0,0,0
2015-03-21 13:52:08.745,0,0,0
2015-03-21 13:52:24.327,0,0,0
2015-03-21 13:52:39.908,0,11.12902,0
2015-03-21 13:52:55.540,0,0,0
2015-03-21 13:53:11.132,0,0,0
2015-03-21 13:53:26.814,0,0,0
2015-03-21 13:53:42.716,0,0,0
2015-03-21 13:54:00.177,0,0,388.4292
2015-03-21 13:54:16.233,0,0,0
2015-03-21 13:54:32.129,0,15.09837,0
2015-03-21 13:54:47.862,15.25409,15.25409,0
2015-03-21 13:55:03.818,0,0,691.6756
2015-03-21 13:55:20.188,0,0,0
2015-03-21 13:55:35.927,0,0,0
2015-03-21 13:55:51.443,0,0,0
2015-03-21 13:56:07.108,0,0,523.0558
2015-03-21 13:56:23.358,0,0,0
2015-03-21 13:56:39.195,0,0,0
2015-03-21 13:56:54.948,0,0,0
2015-03-21 13:57:10.834,0,0,0
2015-03-21 13:57:26.722,0,0,0
2015-03-21 13:57:42.413,0,0,0
2015-03-21 13:57:58.305,0,0,15.70638
2015-03-21 13:58:17.191,0,0,0
2015-03-21 13:58:32.853,0,0,0
2015-03-21 13:58:48.625,0,0,0
2015-03-21 13:59:04.576,0,0,0
2015-03-21 13:59:20.229,0,0,30.6646
2015-03-21 13:59:35.854,0,0,0
2015-03-21 13:59:51.812,0,0,0
2015-03-21 14:00:07.532,0,0,0
2015-03-21 14:00:23.077,0,0,0
2015-03-21 14:00:38.732,0,0,0
2015-03-21 14:00:54.714,0,0,0
2015-03-21 14:01:10.317,0,0,0
2015-03-21 14:01:26.065,0,0,0
2015-03-21 14:01:42.056,0,0,0
2015-03-21 14:01:57.718,0,0,0
2015-03-21 14:02:13.280,0,0,0
2015-03-21 14:02:29.019,0,0,0
2015-03-21 14:02:44.913,0,0,0
2015-03-21 14:03:00.528,0,0,0
2015-03-21 14:03:16.085,0,0,0
2015-03-21 14:03:32.120,0,0,0
2015-03-21 14:03:47.736,0,0,0
2015-03-21 14:04:13.977,0,0,0
2015-03-21 14:04:31.782,0,0,0
2015-03-21 14:04:47.769,0,0,99.75952
2015-03-21 14:05:03.621,0,0,0
2015-03-21 14:05:19.301,0,0,0
2015-03-21 14:05:35.634,0,0,0
2015-03-21 14:05:51.389,0,0,0
2015-03-21 14:06:07.065,0,0,0
2015-03-21 14:06:22.737,0,0,0
2015-03-21 14:06:38.950,0,0,0
2015-03-21 14:06:54.892,0,0,0
2015-03-21 14:07:10.566,0,15.34995,0
2015-03-21 14:07:26.372,0,0,0
2015-03-21 14:07:42.116,0,0,0
2015-03-21 14:07:57.656,20.11633,0,0
2015-03-21 14:08:13.318,0,0,0
2015-03-21 14:08:29.146,0,0,0
2015-03-21 14:08:45.042,0,0,0
2015-03-21 14:09:00.724,0,0,0
2015-03-21 14:09:18.609,0,0,0
2015-03-21 14:09:34.489,0,0,0
2015-03-21 14:09:50.754,0,0,0
2015-03-21 14:10:06.775,0,0,0
2015-03-21 14:10:22.783,0,0,0
2015-03-21 14:10:38.746,0,0,0
2015-03-21 14:10:54.774,0,0,0
2015-03-21 14:11:10.737,0,0,0
2015-03-21 14:11:26.614,0,0,0
2015-03-21 14:11:42.537,0,0,0
2015-03-21 14:12:01.615,0,0,0
2015-03-21 14:12:17.547,0,0,2254.604
2015-03-21 14:12:33.645,0,0,0
2015-03-21 14:12:49.539,0,0,0
2015-03-21 14:13:05.661,0,0,0
2015-03-21 14:13:21.441,0,0,0
2015-03-21 14:13:37.197,0,0,35878.69
2015-03-21 14:13:52.936,0,0,0
2015-03-21 14:14:08.468,0,0,0
2015-03-21 14:14:31.149,0,0,0
2015-03-21 14:14:46.891,0,0,0
2015-03-21 14:15:02.839,0,0,5498.096
2015-03-21 14:15:18.507,0,0,0
2015-03-21 14:15:34.243,0,0,0
2015-03-21 14:15:50.040,0,0,0
2015-03-21 14:16:06.025,0,0,0
2015-03-21 14:16:21.801,0,0,0
2015-03-21 14:16:37.805,0,0,0
2015-03-21 14:16:53.512,0,0,0
2015-03-21 14:17:09.286,0,0,0
2015-03-21 14:17:24.953,0,0,0
2015-03-21 14:17:40.803,0,0,0
2015-03-21 14:17:56.812,0,0,0
2015-03-21 14:18:12.461,0,0,0
2015-03-21 14:18:28.209,0,0,0
2015-03-21 14:18:46.866,0,0,0
2015-03-21 14:19:02.772,0,0,0
2015-03-21 14:19:18.477,0,0,0
2015-03-21 14:19:34.317,0,0,0
2015-03-21 14:19:49.949,0,0,0
