date,Australia,Draw,Ireland
2014-11-22 16:30:42.580,586.6376,70.57813,643.7093
2014-11-22 16:31:03.857,1352.629,103.634,1239.66
2014-11-22 16:31:25.026,580.2092,75.93085,6386.722
2014-11-22 16:31:45.976,2996.357,272.219,15102.24
2014-11-22 16:32:06.966,1197.045,96.1638,3053.343
2014-11-22 16:32:27.767,558.2012,0,380.7491
2014-11-22 16:32:54.205,173.4312,35.47148,1746.409
2014-11-22 16:33:15.603,1601.652,135.2047,7517.573
2014-11-22 16:33:36.641,65.33968,5.162149,2208.943
2014-11-22 16:33:57.612,1951.39,147.4307,11319.98
2014-11-22 16:34:18.509,751.1299,63.59911,2612.416
2014-11-22 16:34:39.491,634.5545,52.24566,6949.33
2014-11-22 16:35:00.772,325.375,16.66204,1791.494
2014-11-22 16:35:21.970,587.501,25.53121,1189.834
2014-11-22 16:35:42.822,1612.329,252.7276,3076.037
2014-11-22 16:36:03.725,188.4408,14.06489,1172.639
2014-11-22 16:36:24.520,1484.614,126.115,7884.741
2014-11-22 16:36:50.244,73.79866,5.877769,2222.263
2014-11-22 16:37:11.486,646.1033,572.2677,4881.647
2014-11-22 16:37:32.648,337.2844,93.50738,7906.818
2014-11-22 16:37:53.678,154.7488,11.95423,17308.73
2014-11-22 16:38:14.873,0,0,1132.368
2014-11-22 16:38:35.767,71.79145,508.6855,1390.859
2014-11-22 16:38:56.981,297.4228,25.59601,13514.47
2014-11-22 16:39:17.943,240.0282,17.4311,4010.783
2014-11-22 16:39:38.573,90.24676,7.241844,517.3992
2014-11-22 16:40:04.566,439.4407,130.3525,5298.334
2014-11-22 16:40:25.289,387.4237,57.47224,928.0101
2014-11-22 16:40:46.070,1443.417,117.6574,11154.18
2014-11-22 16:41:07.021,965.2732,95.33597,4405.559
2014-11-22 16:41:28.024,77.61565,52.27701,995.4629
2014-11-22 16:41:49.204,550.9871,8.074004,7946.407
2014-11-22 16:42:10.241,486.6266,50.22561,15219.96
2014-11-22 16:42:31.242,366.3769,38.36901,4509.23
2014-11-22 16:43:01.193,722.9102,97.6007,20187.98
2014-11-22 16:43:22.310,298.5335,19.20707,2084.45
2014-11-22 16:43:42.998,514.3533,30.74229,7463.503
2014-11-22 16:44:03.842,298.9897,249.5083,23098.98
2014-11-22 16:44:24.615,0,124.8331,0
2014-11-22 16:44:45.344,111.9632,30.97224,1883.952
2014-11-22 16:45:06.823,193.2741,39.05148,9076.397
2014-11-22 16:45:27.968,151.0433,32.09281,16593.77
2014-11-22 16:45:49.083,379.5397,66.94583,4547.372
2014-11-22 16:46:10.027,492.2982,36.09728,12291.67
2014-11-22 16:46:31.059,221.5153,49.89442,4133.221
2014-11-22 16:46:52.015,1165.903,0,7614.018
2014-11-22 16:47:13.049,1143.036,106.6559,17469.75
2014-11-22 16:47:34.206,785.0528,141.6515,16150
2014-11-22 16:48:00.114,26.58701,9.935391,7559.073
2014-11-22 16:48:21.401,125.1438,64.43216,1309.557
2014-11-22 16:48:42.200,407.3376,63.4662,7807.958
2014-11-22 16:49:03.008,203.7127,26.26784,1802.274
2014-11-22 16:49:28.817,535.4744,21.76026,4197.731
2014-11-22 16:49:50.165,619.4992,40.30314,1298.722
2014-11-22 16:50:11.055,514.2834,18.89861,1925.647
2014-11-22 16:50:31.868,712.2226,51.3446,1422.917
2014-11-22 16:50:52.827,909.8737,244.2437,9439.51
2014-11-22 16:51:13.792,898.3884,99.25173,13272.29
2014-11-22 16:51:34.711,168.7681,11.18619,8428.339
2014-11-22 16:51:55.425,155.5146,13.23714,1887.378
2014-11-22 16:52:16.349,1298.332,128.0926,8352.256
2014-11-22 16:52:37.219,238.3605,150.1289,3497.267
2014-11-22 16:52:58.219,1924.009,149.827,8842.793
2014-11-22 16:53:19.327,1933.178,11.74,5440.255
2014-11-22 16:53:40.075,586.7785,75.47641,2835.426
2014-11-22 16:54:00.943,0,17.25116,1660.856
2014-11-22 16:54:21.735,312.9884,15.98705,2277.434
2014-11-22 16:54:42.645,428.9766,47.97651,1039.099
2014-11-22 16:55:03.545,78.74519,25.34889,23868.41
2014-11-22 16:55:24.391,4382.945,58.57435,1161.413
2014-11-22 16:55:45.355,1161.468,124.953,2234.072
2014-11-22 16:56:06.162,63.03868,524.9571,2243.006
2014-11-22 16:56:27.785,3113.287,32.71419,7468.964
2014-11-22 16:56:48.847,1111.741,10.2269,362.3855
2014-11-22 16:57:10.001,1910.024,154.9826,4642.046
2014-11-22 16:57:31.001,1727.406,14.62838,7305.962
2014-11-22 16:57:51.845,899.6394,68.56753,10150.93
2014-11-22 16:58:12.836,855.1958,38.30088,3845.694
2014-11-22 16:58:38.740,2184.357,104.2806,4838.904
2014-11-22 16:58:59.608,53.76481,23.00099,9121.444
2014-11-22 16:59:20.569,920.8164,125.6895,2214.15
2014-11-22 16:59:41.308,251.6805,26.2125,4572.779
2014-11-22 17:00:02.158,156.8341,10.33091,6188.732
2014-11-22 17:00:23.069,44.44501,3.270969,12136.27
2014-11-22 17:00:44.082,2035.911,21.55839,29735.61
2014-11-22 17:01:05.034,521.1818,53.72182,8757.115
2014-11-22 17:01:27.377,295.6053,41.13984,4723.267
2014-11-22 17:01:48.533,1240.752,90.75629,7738.42
2014-11-22 17:02:09.164,1059.425,52.63973,645.2584
2014-11-22 17:02:29.828,151.6854,3.658568,1564.967
2014-11-22 17:02:51.232,352.4425,28.17186,305.6857
2014-11-22 17:03:17.477,737.8452,224.497,3195.63
2014-11-22 17:03:38.625,1535.166,106.9311,1736.63
2014-11-22 17:03:59.382,664.54,0,418.2246
2014-11-22 17:04:20.369,2552.706,128.8775,12224.23
2014-11-22 17:04:40.913,1861.194,30.63682,13010.1
2014-11-22 17:05:01.785,3908.225,180.2456,8703.017
2014-11-22 17:05:22.733,1590.712,176.8094,5569.625
2014-11-22 17:05:43.421,1065.141,414.4617,2003.836
2014-11-22 17:06:04.697,2325.237,318.4672,1179.482
2014-11-22 17:06:25.386,1265.3,315.1795,3276.15
2014-11-22 17:06:46.316,3138.134,609.3885,1776.822
2014-11-22 17:07:07.065,4087.719,320.8639,4769.439
2014-11-22 17:07:28.108,941.7501,39.71837,6447.776
2014-11-22 17:07:49.470,773.2136,91.115,5123.337
2014-11-22 17:08:11.136,6371.387,245.5891,4930.199
2014-11-22 17:08:31.879,2756.629,104.8527,2729.931
2014-11-22 17:08:52.530,20189.65,75.30828,1480.889
2014-11-22 17:09:13.142,5519.504,200.1318,5951.76
2014-11-22 17:09:33.764,9900.355,377.0901,5027.772
2014-11-22 17:09:55.551,2295.872,78.32282,2780.901
2014-11-22 17:10:16.111,3301.772,239.7638,3983.039
2014-11-22 17:10:36.763,2813.447,141.6921,2465.304
2014-11-22 17:10:57.293,3826.035,190.4615,4597.497
2014-11-22 17:11:17.912,2527.813,118.6677,208.4977
2014-11-22 17:11:38.719,181.4987,289.5789,2524.775
2014-11-22 17:11:59.543,1923.305,37.77401,4442.494
2014-11-22 17:12:20.346,2399.278,258.3922,3842.629
2014-11-22 17:12:40.970,2631.807,87.15864,1686.24
2014-11-22 17:13:01.723,1812.495,64.50171,1122.781
2014-11-22 17:13:22.342,1848.71,47.63712,1657.9
2014-11-22 17:13:42.958,5091.789,99.32997,2188.141
2014-11-22 17:14:03.606,746.6931,14.79089,1112.572
2014-11-22 17:14:24.654,319.4712,36.94429,656.6733
2014-11-22 17:14:45.703,1159.602,93.23681,1028.398
2014-11-22 17:15:06.307,163.0754,61.6192,1185.966
2014-11-22 17:15:26.902,207.3427,2.097608,6523.823
2014-11-22 17:15:48.750,144.0674,53.0847,3926.401
2014-11-22 17:16:09.317,580.62,84.60022,522.6543
2014-11-22 17:16:30.862,1809.199,359.3111,751.93
2014-11-22 17:16:52.462,3030.304,119.0577,3706.955
2014-11-22 17:17:13.137,618.8703,77.04683,1098.969
2014-11-22 17:17:33.823,459.0411,189.3189,8438.34
2014-11-22 17:17:54.593,236.6235,0.9244233,4557.782
2014-11-22 17:18:16.602,1215.902,35.46677,822.4691
2014-11-22 17:18:37.395,649.669,251.2223,500.4246
2014-11-22 17:18:58.136,2094.89,422.4147,6745.559
2014-11-22 17:19:18.846,167.1332,412.5748,822.0208
2014-11-22 17:19:39.593,125.7718,73.36927,66.60206
2014-11-22 17:20:00.282,231.6896,6.554245,1801.315
2014-11-22 17:20:20.888,0,0,704.6472
2014-11-22 17:20:41.482,126.9113,308.8291,1996.085
2014-11-22 17:21:02.344,973.4647,37.64669,441.378
2014-11-22 17:21:23.094,950.599,34.12036,2329.64
2014-11-22 17:21:43.760,2161.45,0,209.0433
2014-11-22 17:22:04.580,675.2237,564.0986,414.5868
2014-11-22 17:22:25.614,970.516,70.17015,11.75207
2014-11-22 17:22:46.435,1170.562,222.3262,1780.165
2014-11-22 17:23:07.615,2172.584,104.2496,1550.855
2014-11-22 17:23:28.345,1012.964,55.3978,647.9285
2014-11-22 17:23:53.818,1965.263,235.777,4859.078
2014-11-22 17:24:14.540,798.9772,48.81947,51.25175
2014-11-22 17:24:35.336,0,40.39187,54.09625
2014-11-22 17:24:56.600,1168.399,139.6447,99.68975
2014-11-22 17:25:17.815,230.4974,79.18929,0
2014-11-22 17:25:38.600,126.2906,34.49538,184.8317
2014-11-22 17:25:59.341,166.3998,12.17913,1910.821
2014-11-22 17:26:19.980,262.0959,34.8841,548.9303
2014-11-22 17:26:40.809,82.04017,18.26316,251.7665
2014-11-22 17:27:01.974,220.2197,0,1000.627
2014-11-22 17:27:22.746,833.1617,140.0879,168.9142
2014-11-22 17:27:43.927,340.8022,12.88879,1443.714
2014-11-22 17:28:04.568,115.8989,116.4221,2478.643
2014-11-22 17:28:25.123,1473.194,62.08729,1618.56
2014-11-22 17:28:46.028,2473.511,129.0398,1756.588
2014-11-22 17:29:06.811,1635.331,226.0467,297.9602
2014-11-22 17:29:27.819,2473.036,75.85876,1475.076
2014-11-22 17:29:48.795,222.9369,6.2642,249.7671
2014-11-22 17:30:09.607,446.862,13.49235,822.428
2014-11-22 17:30:30.740,617.2977,9.852006,614.9412
2014-11-22 17:30:52.102,1927.671,59.82458,665.6818
2014-11-22 17:31:12.894,2944.94,59.18797,548.2174
2014-11-22 17:31:33.907,1263.322,155.8987,381.4092
2014-11-22 17:31:54.703,1003.463,172.0428,1280.584
2014-11-22 17:32:15.365,820.958,109.7379,600.4078
2014-11-22 17:32:36.027,795.4971,25.67056,224.6174
2014-11-22 17:32:56.923,1250.968,55.93423,463.7258
2014-11-22 17:33:17.691,490.2187,30.27754,910.0595
2014-11-22 17:33:38.491,1811.533,167.5327,2874.766
2014-11-22 17:33:59.174,147.8949,0,1311.211
2014-11-22 17:34:20.173,155.4358,17.14366,161.979
2014-11-22 17:34:41.131,1067.962,128.886,1123.129
2014-11-22 17:35:01.818,498.0706,70.27457,1260.447
2014-11-22 17:35:22.630,568.9804,53.39237,5728.321
2014-11-22 17:35:43.543,968.6996,259.6186,25024.95
2014-11-22 17:36:04.640,132.9017,13.36696,2416.774
2014-11-22 17:36:25.330,2348.183,132.7891,11275.99
2014-11-22 17:36:46.006,3156.843,34.93835,1391.498
2014-11-22 17:37:07.016,101.1556,96.98598,41.72453
2014-11-22 17:37:27.879,442.4232,119.4922,817.8387
2014-11-22 17:37:48.835,1182.691,176.171,7220.722
2014-11-22 17:38:09.761,80.65401,0,114.6875
2014-11-22 17:38:30.342,1494.199,118.0689,879.6865
2014-11-22 17:38:50.946,392.4828,70.15069,1112.335
2014-11-22 17:39:12.090,302.107,73.78153,62.43052
2014-11-22 17:39:32.958,2283.557,25.8773,1184.145
2014-11-22 17:39:53.562,1806.396,10.30828,468.6484
2014-11-22 17:40:14.359,39.81469,122.1561,649.7584
2014-11-22 17:40:35.456,469.8359,103.6369,10404.93
2014-11-22 17:40:56.240,141.2796,148.6698,223.7553
2014-11-22 17:41:16.970,265.8435,65.9616,705.6936
2014-11-22 17:41:37.556,264.1821,30.98253,1911.269
2014-11-22 17:41:58.446,231.2652,161.7018,160.9551
2014-11-22 17:42:19.458,138.5797,38.34999,286.9539
2014-11-22 17:42:40.578,1538.509,119.2057,927.8211
2014-11-22 17:43:01.771,1203.034,197.1885,756.2243
2014-11-22 17:43:22.603,151.6379,135.3077,261.255
2014-11-22 17:43:43.375,1011.557,144.2812,833.3069
2014-11-22 17:44:08.038,1007.432,168.6676,1398.824
2014-11-22 17:44:28.722,913.2944,32.14007,246.3299
2014-11-22 17:44:49.362,484.1134,99.30531,949.9995
2014-11-22 17:45:09.987,639.6818,91.63663,51.57833
2014-11-22 17:45:30.745,229.7016,3.988779,18.29635
2014-11-22 17:45:51.850,1149.413,12.2529,50.3762
2014-11-22 17:46:12.847,28.5762,149.2249,0
2014-11-22 17:46:33.559,211.2925,90.64081,16.04826
2014-11-22 17:46:54.380,356.3465,57.83498,680.1302
2014-11-22 17:47:15.257,62.56723,167.1238,85.64554
2014-11-22 17:47:35.970,367.2172,12.8904,225.7414
2014-11-22 17:47:56.829,82.18031,1940.025,898.6333
2014-11-22 17:48:22.772,183.6334,79.32777,5638.447
2014-11-22 17:48:44.230,485.4216,753.6618,760.6803
2014-11-22 17:49:05.141,264.7249,278.0673,3637.858
2014-11-22 17:49:25.817,22.8083,39.14555,217.5204
2014-11-22 17:49:46.606,513.4432,373.2059,3215.297
2014-11-22 17:50:07.423,11.52907,93.0684,1611.158
2014-11-22 17:50:28.447,131.278,202.3108,6223.404
2014-11-22 17:50:49.459,157.3158,210.9728,2351.57
2014-11-22 17:51:12.128,365.4693,121.726,826.5672
2014-11-22 17:51:32.794,491.006,111.4867,411.5718
2014-11-22 17:51:55.696,531.1482,336.834,1779.716
2014-11-22 17:52:16.758,400.8987,291.5083,1305.933
2014-11-22 17:52:37.616,96.36389,40.47284,1262.77
2014-11-22 17:53:03.679,60.40952,264.2226,349.1044
2014-11-22 17:53:24.680,571.445,46.91095,3249.054
2014-11-22 17:53:45.473,15.26449,160.2627,1246.061
2014-11-22 17:54:06.303,65.58873,247.578,224.246
2014-11-22 17:54:27.494,6.398964,188.8544,2430.757
2014-11-22 17:54:48.190,29.04901,121.4724,2031.633
2014-11-22 17:55:08.927,1912.669,18.69095,10187.67
2014-11-22 17:55:29.668,633.9868,46.34482,6483.155
2014-11-22 17:55:50.407,690.5243,79.12619,1665.729
2014-11-22 17:56:11.211,651.3982,503.1919,3358.679
2014-11-22 17:56:32.032,257.9223,63.91861,6201.114
2014-11-22 17:56:52.699,278.6729,493.5637,3888.357
2014-11-22 17:57:13.424,205.378,113.8351,2249.459
2014-11-22 17:57:34.447,163.7594,81.36601,10032.59
2014-11-22 17:57:55.135,173.09,68.04106,1762.368
2014-11-22 17:58:15.844,14.66004,120.3514,26.65462
2014-11-22 17:58:36.503,83.47116,228.2532,532.0778
2014-11-22 17:58:57.079,65.55112,25.1357,2089.559
2014-11-22 17:59:17.719,1620.778,232.6984,1814.262
2014-11-22 17:59:38.309,883.8091,272.6989,2537.516
2014-11-22 17:59:58.976,168.9056,728.0826,175.2345
2014-11-22 18:00:19.959,355.9156,174.9983,1024.34
2014-11-22 18:00:41.320,376.5661,148.9299,998.2682
2014-11-22 18:01:02.096,610.3474,474.2429,5052.556
2014-11-22 18:01:22.834,73.37259,41.95199,153.8915
2014-11-22 18:01:43.640,154.9523,165.7669,4543.017
2014-11-22 18:02:04.630,2361.511,194.089,1305.884
2014-11-22 18:02:25.667,1209.794,5.704287,588.7679
2014-11-22 18:02:46.417,834.8084,225.1331,1164.441
2014-11-22 18:03:07.135,900.0726,42.45653,115.7853
2014-11-22 18:03:27.774,82.7931,202.0989,2238.786
2014-11-22 18:03:48.652,2206.146,185.019,9.569949
2014-11-22 18:04:09.496,263.2103,633.7601,103.108
2014-11-22 18:04:32.853,196.2124,518.198,19.575
2014-11-22 18:04:53.597,28.92276,93.91222,3561.925
2014-11-22 18:05:14.351,281.913,274.5984,1066.418
2014-11-22 18:05:35.179,7.345632,207.5501,303.7059
2014-11-22 18:05:56.008,91.1439,251.8268,1595.45
2014-11-22 18:06:16.748,121.9978,545.9957,85.51705
2014-11-22 18:06:37.446,3.275606,252.5406,171.2012
2014-11-22 18:06:58.604,299.4419,177.697,2153.01
2014-11-22 18:07:19.316,210.5122,233.3102,624.1498
2014-11-22 18:07:40.355,317.2996,219.024,1456.681
2014-11-22 18:08:00.928,337.4531,348.2437,8917.82
2014-11-22 18:08:21.584,522.4598,1788.232,7913.904
2014-11-22 18:08:42.329,225.9915,151.9528,8396.507
2014-11-22 18:09:03.236,244.2623,211.8317,10064.38
2014-11-22 18:09:23.936,258.4881,298.9221,3848.336
2014-11-22 18:09:44.564,115.4717,221.7231,645.2746
2014-11-22 18:10:05.371,381.5988,122.7299,872.8643
2014-11-22 18:10:26.147,261.7396,28.24466,1660.659
2014-11-22 18:10:46.828,9.457804,319.1284,3362.394
2014-11-22 18:11:07.556,190.729,291.5499,15414.63
2014-11-22 18:11:28.280,24.84014,22.23454,17975.29
2014-11-22 18:11:49.222,57.81727,77.12789,2408.413
2014-11-22 18:12:09.973,81.33717,79.48662,8788.375
2014-11-22 18:12:30.796,437.7228,103.8479,4690.703
2014-11-22 18:12:51.667,618.3523,172.5982,2023.4
2014-11-22 18:13:12.380,644.4566,138.7869,6157.491
2014-11-22 18:13:33.222,163.9741,13.24229,260.7579
2014-11-22 18:13:53.924,169.9542,113.0613,275.0163
2014-11-22 18:14:14.731,344.6224,168.202,1426.733
2014-11-22 18:14:35.346,140.4639,63.7705,756.7471
2014-11-22 18:14:56.174,77.02917,102.3791,8528.691
2014-11-22 18:15:16.884,0,64.80977,18386.71
2014-11-22 18:15:37.517,6.368369,0,9880.045
2014-11-22 18:15:58.422,0,0,0
2014-11-22 18:16:19.186,0,0,0
